Middle layer Super Output Areas Code,Middle layer Super Output Areas,code_1,code_2,code_3,code_4,code_5,code_6,code_7,code_8,code_9,code_0,total,% Higher_professional,% Lower_professional,%  Intermediate_occupations,% Small_employers,% Lower_supervisory,% Semi_routine,% Routine
E02003696,Buckinghamshire 026,1346,1766,924,894,312,681,540,387,303,1394,8547,15.74821575,20.66222066,10.81081081,10.45981046,3.65040365,7.967707968,6.318006318
E02003697,Buckinghamshire 025,1299,1341,606,752,177,337,221,181,300,1098,6312,20.57984791,21.24524715,9.600760456,11.91381496,2.80418251,5.339036755,3.501267427
E02003698,Buckinghamshire 033,1507,1834,941,957,243,518,324,229,370,1347,8270,18.22249093,22.17654172,11.37847642,11.5719468,2.938331318,6.263603386,3.917775091
E02003699,Buckinghamshire 037,821,1087,621,713,233,476,382,267,211,1041,5852,14.02939166,18.57484621,10.61175666,12.18386876,3.981544771,8.133971292,6.527682843
E02003701,Buckinghamshire 038,1472,2029,1189,1063,423,1030,842,730,935,2589,12302,11.96553406,16.49325313,9.665095106,8.640871403,3.43846529,8.372622338,6.844415542
E02003702,Buckinghamshire 040,1584,1811,779,1086,289,457,319,256,279,1328,8188,19.34538349,22.11773327,9.513922814,13.26331216,3.529555447,5.581338544,3.895945286
E02003703,Buckinghamshire 041,1357,1732,781,747,283,645,549,472,548,1850,8964,15.1383311,19.32173137,8.712628291,8.333333333,3.157072735,7.195448461,6.124497992
E02003704,Buckinghamshire 045,1049,1150,613,632,195,370,248,181,256,1117,5811,18.0519704,19.79005335,10.54895887,10.87592497,3.355704698,6.367234555,4.267768026
E02003705,Buckinghamshire 042,678,1022,579,644,254,635,622,640,455,1578,7107,9.539890249,14.38018855,8.146897425,9.061488673,3.573941185,8.934852962,8.751934712
E02003706,Buckinghamshire 043,666,1051,619,599,331,689,609,436,341,1426,6767,9.84187971,15.53125462,9.147332644,8.8517807,4.891384661,10.18176445,8.999556672
E02003707,Buckinghamshire 044,699,1078,577,622,271,667,621,455,317,1441,6748,10.35862478,15.97510373,8.550681683,9.21754594,4.016004742,9.884410196,9.202726734
E02003708,Buckinghamshire 046,472,968,637,982,373,1049,1119,1246,663,2267,9776,4.828150573,9.901800327,6.515957447,10.04500818,3.815466448,10.73036007,11.44639935
E02003709,Buckinghamshire 048,439,804,490,481,285,671,542,379,301,1369,5761,7.620204826,13.95591043,8.505467801,8.349244923,4.947057802,11.64728346,9.408088873
E02003710,Buckinghamshire 049,1584,2040,983,1003,386,1028,870,852,1328,2846,12920,12.26006192,15.78947368,7.608359133,7.763157895,2.987616099,7.956656347,6.73374613
E02003711,Buckinghamshire 051,1319,1876,896,908,402,804,716,462,367,1996,9746,13.53375744,19.24892263,9.193515288,9.316642725,4.124769136,8.249538272,7.346603735
E02003712,Buckinghamshire 052,885,1392,764,772,361,761,745,594,317,1543,8134,10.88025572,17.11335136,9.392672732,9.491025326,4.438160806,9.355790509,9.159085321
E02003713,Buckinghamshire 055,936,1155,609,650,207,431,321,251,228,1113,5901,15.86171835,19.57295374,10.3202847,11.01508219,3.50788002,7.303846806,5.439755974
E02003714,Buckinghamshire 056,954,1275,657,744,278,521,459,283,282,1300,6753,14.12705464,18.88049756,9.729009329,11.01732563,4.116688879,7.71508959,6.79697912
E02003715,Buckinghamshire 057,1430,1415,556,697,186,297,218,208,305,1258,6570,21.76560122,21.53729072,8.462709285,10.60882801,2.831050228,4.520547945,3.318112633
E02003716,Buckinghamshire 060,1051,1246,573,654,208,471,299,231,198,999,5930,17.72344013,21.01180438,9.662731872,11.02866779,3.507588533,7.942664418,5.042158516
E02003717,Buckinghamshire 062,1780,1796,783,928,272,568,439,348,369,1830,9113,19.53253594,19.70810929,8.592121146,10.18325469,2.984747065,6.232854164,4.817293976
E02003718,Buckinghamshire 061,1005,1122,473,562,194,377,320,215,228,1167,5663,17.74677733,19.81282006,8.352463359,9.924068515,3.425746071,6.657248808,5.650715169
E02003719,Cambridge 001,1368,1402,756,689,509,1109,1429,649,559,1843,10313,13.2648114,13.59449239,7.33055367,6.680888199,4.935518278,10.75341802,13.85629788
E02003720,Cambridge 002,1697,1486,708,610,350,652,912,560,986,1759,9720,17.45884774,15.28806584,7.283950617,6.275720165,3.600823045,6.70781893,9.382716049
E02003721,Cambridge 003,1864,1507,724,667,390,783,919,557,684,1620,9715,19.1868245,15.5120947,7.452393206,6.865671642,4.014410705,8.059701493,9.459598559
E02003722,Cambridge 004,2418,1652,571,481,193,361,387,254,969,1198,8484,28.50070721,19.47194719,6.730315889,5.669495521,2.274870344,4.255068364,4.561527581
E02003723,Cambridge 005,2179,1136,432,337,110,240,261,237,7139,910,12981,16.78607195,8.75125183,3.327940837,2.596101995,0.847392343,1.84885602,2.010630922
E02003724,Cambridge 006,1682,1517,751,673,432,843,1021,659,976,1788,10342,16.26377877,14.66834268,7.261651518,6.507445368,4.177141752,8.151228002,9.872365113
E02003725,Cambridge 007,2563,1352,366,425,108,234,227,213,9705,1055,16248,15.77424914,8.321024126,2.252584934,2.615706548,0.664697194,1.440177253,1.397095027
E02003726,Cambridge 008,2159,1354,387,411,164,319,280,226,1985,944,8229,26.23648074,16.45400413,4.702880058,4.994531535,1.992951756,3.876534208,3.402600559
E02003727,Cambridge 009,2445,1723,604,582,277,531,791,347,1600,1289,10189,23.99646678,16.91039356,5.927961527,5.712042399,2.718618118,5.211502601,7.763274119
E02003728,Cambridge 010,2349,1795,721,601,325,708,920,502,1505,1397,10823,21.70377899,16.58505036,6.661738889,5.552989005,3.002864271,6.541624319,8.500415781
E02003729,Cambridge 011,1697,1550,792,601,310,747,745,492,545,1867,9346,18.15750053,16.58463514,8.474213567,6.430558528,3.316927028,7.99272416,7.971324631
E02003731,Cambridge 013,2451,2249,674,583,278,506,457,539,2577,1610,11924,20.55518282,18.86112043,5.652465616,4.889298893,2.331432405,4.243542435,3.832606508
E02003732,East Cambridgeshire 001,873,1532,927,942,562,1121,1232,473,270,1977,9909,8.81017257,15.4606923,9.355131698,9.506509234,5.671611666,11.31294783,12.43314159
E02003733,East Cambridgeshire 002,978,1598,875,1009,419,751,711,302,302,1525,8470,11.54663518,18.86658796,10.33057851,11.91263282,4.946871311,8.866587957,8.39433294
E02003734,East Cambridgeshire 003,1814,2401,1112,839,472,1044,1002,524,492,2262,11962,15.16468818,20.07189433,9.29610433,7.013877278,3.945828457,8.727637519,8.376525665
E02003735,East Cambridgeshire 004,1379,1879,753,703,305,670,665,338,368,1553,8613,16.01068153,21.81585975,8.742598398,8.162080576,3.541158714,7.778938813,7.720887031
E02003736,East Cambridgeshire 005,1296,1869,1015,1223,460,867,897,435,371,1846,10279,12.60823037,18.1827026,9.874501411,11.89804456,4.475143496,8.434672634,8.726529818
E02003737,East Cambridgeshire 006,1301,2043,1257,1290,714,1356,1568,579,433,2701,13242,9.824799879,15.42818305,9.492523788,9.741730856,5.391934753,10.24014499,11.84111161
E02003738,East Cambridgeshire 007,772,1129,662,779,299,523,571,259,209,1196,6399,12.06438506,17.64338178,10.34536646,12.17377715,4.672605095,8.173152055,8.923269261
E02003739,East Cambridgeshire 008,956,1250,708,632,264,489,447,282,240,1139,6407,14.92117996,19.50991103,11.05041361,9.864211019,4.120493211,7.632277197,6.976744186
E02003740,East Cambridgeshire 009,1027,1182,637,639,216,440,473,274,271,1121,6280,16.35350318,18.82165605,10.1433121,10.17515924,3.439490446,7.006369427,7.531847134
E02003742,Fenland 001,472,1001,662,827,412,821,973,431,194,1017,6810,6.930983847,14.6989721,9.720998532,12.14390602,6.049926579,12.05580029,14.28781204
E02003743,Fenland 002,361,979,670,741,714,1173,2867,1004,405,2166,11080,3.258122744,8.835740072,6.046931408,6.687725632,6.444043321,10.5866426,25.87545126
E02003744,Fenland 003,605,1492,994,1062,851,1544,3226,1190,450,2306,13720,4.409620991,10.87463557,7.244897959,7.740524781,6.202623907,11.25364431,23.51311953
E02003745,Fenland 004,735,1433,994,1236,634,1133,1348,808,308,1733,10362,7.093225246,13.82937657,9.592742714,11.92819919,6.11850994,10.93418259,13.00907161
E02003746,Fenland 005,448,1043,795,760,522,898,1136,568,276,1370,7816,5.731832139,13.3444217,10.17144319,9.723643808,6.678607984,11.48925281,14.53428864
E02003747,Fenland 006,944,2017,1455,1124,660,1428,1542,817,448,2245,12680,7.444794953,15.90694006,11.47476341,8.864353312,5.205047319,11.26182965,12.16088328
E02003748,Fenland 007,422,1052,751,684,473,1064,1110,542,223,1338,7659,5.509857684,13.73547461,9.805457632,8.9306698,6.175740958,13.89215302,14.49275362
E02003749,Fenland 008,518,941,693,700,368,669,694,343,187,1010,6123,8.459905275,15.36828352,11.31798138,11.43230443,6.010125755,10.92601666,11.33431325
E02003750,Fenland 009,543,1143,808,668,430,926,985,573,237,1174,7487,7.252571123,15.26646187,10.79203954,8.922131695,5.743288367,12.36810471,13.1561373
E02003751,Fenland 010,629,1201,782,898,390,834,768,488,253,1300,7543,8.338857219,15.92204693,10.36722789,11.90507756,5.170356622,11.05660878,10.18162535
E02003752,Fenland 011,849,1641,1127,1060,663,1261,1532,693,384,1977,11187,7.589165996,14.66881201,10.07419326,9.475283812,5.926521856,11.27201216,13.69446679
E02003753,Huntingdonshire 001,1071,1881,1340,950,570,1100,1133,535,426,2193,11199,9.563353871,16.79614251,11.96535405,8.482900259,5.089740155,9.822305563,10.11697473
E02003754,Huntingdonshire 002,903,1129,652,619,245,388,381,224,211,910,5662,15.94842812,19.93995055,11.5153656,10.93253267,4.3270929,6.852702225,6.729071
E02003755,Huntingdonshire 003,818,1472,959,953,428,835,906,421,287,1518,8597,9.514947075,17.12225195,11.15505409,11.0852623,4.978480865,9.712690473,10.53855996
E02003756,Huntingdonshire 004,927,1355,859,639,365,553,631,302,244,1211,7086,13.08213378,19.12221281,12.12249506,9.017781541,5.151001976,7.804120802,8.904882868
E02003757,Huntingdonshire 005,854,1326,821,695,311,607,561,316,222,1239,6952,12.28423475,19.07364787,11.80955121,9.99712313,4.473532796,8.731300345,8.069620253
E02003758,Huntingdonshire 006,1352,1988,1082,977,409,751,716,401,305,1702,9683,13.96261489,20.53082722,11.17422286,10.08984819,4.223897552,7.755860787,7.394402561
E02003759,Huntingdonshire 007,940,1230,677,573,228,472,437,215,207,916,5895,15.94571671,20.86513995,11.48430874,9.720101781,3.867684478,8.006785411,7.413061917
E02003760,Huntingdonshire 008,459,932,704,528,504,1138,1663,568,447,2114,9057,5.067903279,10.29038313,7.772993265,5.829744949,5.564756542,12.56486695,18.36148835
E02003761,Huntingdonshire 009,713,1055,708,464,320,629,664,297,203,921,5974,11.93505189,17.65985939,11.85135588,7.766990291,5.356545028,10.52895882,11.11483093
E02003762,Huntingdonshire 010,1777,2407,1274,804,462,775,788,424,429,2413,11553,15.38128625,20.8344153,11.02743876,6.959231368,3.998961309,6.708214317,6.820739202
E02003763,Huntingdonshire 011,1097,1828,1154,688,504,970,903,399,339,1719,9601,11.42589314,19.03968337,12.01958129,7.165920217,5.249453182,10.10311426,9.405270284
E02003764,Huntingdonshire 012,1411,2051,1104,592,446,948,1068,474,416,1890,10400,13.56730769,19.72115385,10.61538462,5.692307692,4.288461538,9.115384615,10.26923077
E02003765,Huntingdonshire 013,1032,1385,723,550,354,682,684,380,256,1175,7221,14.29164936,19.18016895,10.01246365,7.616673591,4.902368093,9.444675253,9.472372248
E02003766,Huntingdonshire 014,1149,1518,807,589,302,640,694,291,300,1599,7889,14.5645836,19.24198251,10.22943339,7.466092027,3.828115097,8.112561795,8.797059196
E02003767,Huntingdonshire 015,1167,1369,676,713,210,379,345,243,299,976,6377,18.30014113,21.46777482,10.60059589,11.18080602,3.293084523,5.943233495,5.41006743
E02003768,Huntingdonshire 016,1715,2128,1118,949,340,715,652,375,333,1714,10039,17.08337484,21.19733041,11.13656739,9.453132782,3.386791513,7.122223329,6.494670784
E02003769,Huntingdonshire 017,1072,1531,746,814,407,565,748,380,215,985,7463,14.3641967,20.51453839,9.995980169,10.9071419,5.45357095,7.570682031,10.02277904
E02003770,Huntingdonshire 018,1761,2066,1126,855,410,732,695,389,416,2486,10936,16.10277981,18.89173372,10.2962692,7.818215069,3.749085589,6.693489393,6.355157279
E02003771,Huntingdonshire 019,739,1148,680,493,346,695,629,326,234,994,6284,11.76002546,18.26861871,10.82113304,7.845321451,5.506047104,11.0598345,10.00954806
E02003772,Huntingdonshire 020,943,1328,874,587,319,609,536,258,232,1029,6715,14.0431869,19.77661951,13.01563663,8.741623232,4.750558451,9.069247952,7.982129561
E02003773,Huntingdonshire 021,1038,1655,1150,806,577,1245,1240,574,365,1891,10541,9.847263068,15.70059767,10.90978086,7.646333365,5.47386396,11.81102362,11.76358979
E02003774,Huntingdonshire 022,563,919,604,462,371,641,646,358,185,976,5725,9.834061135,16.05240175,10.55021834,8.069868996,6.480349345,11.19650655,11.28384279
E02003775,South Cambridgeshire 001,1209,1347,702,764,254,546,465,251,314,1387,7239,16.70120182,18.60754248,9.697472027,10.55394391,3.50877193,7.542478243,6.423539163
E02003776,South Cambridgeshire 002,1180,1270,646,663,246,544,420,321,282,1207,6779,17.40669715,18.7343266,9.529429119,9.78020357,3.628853813,8.024782416,6.195604071
E02003777,South Cambridgeshire 003,1958,1913,845,760,344,608,491,328,468,2222,9937,19.70413606,19.25128308,8.503572507,7.648183556,3.461809399,6.118546845,4.941129113
E02003778,South Cambridgeshire 004,1150,1280,587,561,273,527,487,207,212,1241,6525,17.62452107,19.61685824,8.996168582,8.597701149,4.183908046,8.076628352,7.463601533
E02003780,South Cambridgeshire 006,2272,2135,1038,827,366,791,817,443,547,2192,11428,19.88099405,18.68218411,9.082954148,7.236611831,3.202660133,6.92159608,7.149107455
