Middle layer Super Output Areas Code,Middle layer Super Output Areas,1_Managers,2_Professional,3_Associate,4_Administrative,5_Skilled,6_Caring,7_Sales,8_Process,9_Elementary,0_notapply,total,1_%,2_%,3_%,4_%,5_%,6_%,7_%,8_%,9_%
E02000159,Bromley 033,784,766,530,415,251,194,163,90,158,3766,7117,11.01587748,10.76296192,7.446957988,5.831108613,3.526766896,2.725867641,2.290290853,1.264577772,2.220036532
E02000160,Bromley 034,663,921,621,473,362,246,203,144,172,4303,8108,8.177109028,11.35915146,7.659102121,5.83374445,4.464726196,3.034040454,2.503700049,1.77602368,2.121361618
E02000161,Bromley 035,726,1212,636,521,306,246,212,122,165,4556,8702,8.342909676,13.92783268,7.308664675,5.987129396,3.516433004,2.826936336,2.436221558,1.401976557,1.896115835
E02000162,Bromley 036,527,768,487,392,273,227,161,122,195,3969,7121,7.400645977,10.78500211,6.838927117,5.504844825,3.833731218,3.187754529,2.26091841,1.713242522,2.738379441
E02000163,Bromley 037,742,974,586,426,311,211,167,113,160,4024,7714,9.618874773,12.62639357,7.596577651,5.522426757,4.031630801,2.735286492,2.164894996,1.464869069,2.074150894
E02000165,Bromley 039,509,628,599,454,516,355,240,180,240,3449,7170,7.09902371,8.758716876,8.354253835,6.331938633,7.19665272,4.951185495,3.347280335,2.510460251,3.347280335
E02000166,Camden 001,623,1269,786,243,146,238,131,86,147,4075,7744,8.044938017,16.38688017,10.14979339,3.137913223,1.885330579,3.073347107,1.691632231,1.11053719,1.898243802
E02000167,Camden 002,984,1528,811,162,70,123,74,35,40,3371,7198,13.67046402,21.22811892,11.26701862,2.250625174,0.972492359,1.708808002,1.028063351,0.486246179,0.555709919
E02000168,Camden 003,747,1539,988,240,176,238,153,79,179,3475,7814,9.559764525,19.69541848,12.64397236,3.071410289,2.252367545,3.045815203,1.958024059,1.011005887,2.290760174
E02000169,Camden 004,1084,1299,591,184,68,157,75,41,74,3603,7176,15.10590858,18.10200669,8.235785953,2.564102564,0.947603122,2.187848384,1.045150502,0.571348941,1.031215162
E02000170,Camden 005,927,1624,807,238,154,244,179,78,199,3468,7918,11.70750189,20.51022986,10.19196767,3.005809548,1.94493559,3.081586259,2.260671887,0.985097247,2.513260924
E02000171,Camden 006,687,1560,836,204,128,176,160,76,135,3429,7391,9.295088621,21.10675145,11.31105398,2.760113652,1.731836017,2.381274523,2.164795021,1.028277635,1.826545799
E02000172,Camden 007,607,1181,778,306,204,371,294,222,351,5685,9999,6.070607061,11.81118112,7.780778078,3.060306031,2.04020402,3.710371037,2.940294029,2.220222022,3.510351035
E02000173,Camden 008,1019,1670,706,208,67,169,132,42,105,3373,7491,13.60299025,22.29341877,9.424642905,2.776665332,0.894406621,2.256040582,1.762114537,0.560672807,1.401682018
E02000174,Camden 009,639,1378,817,268,162,273,215,114,209,4013,8088,7.900593472,17.03758655,10.10138477,3.31355094,2.002967359,3.37537092,2.658259149,1.409495549,2.584075173
E02000175,Camden 010,980,2036,1051,323,161,256,230,88,202,3755,9082,10.79057476,22.41796961,11.57234089,3.556485356,1.772737283,2.818762387,2.532481832,0.968949571,2.224179696
E02000176,Camden 011,849,1363,676,169,79,135,81,37,76,2451,5916,14.35091278,23.03921569,11.42663962,2.856659905,1.335361731,2.281947262,1.369168357,0.625422583,1.284651792
E02000177,Camden 012,546,1213,783,286,195,323,287,158,253,4446,8490,6.431095406,14.28739694,9.222614841,3.368669022,2.296819788,3.804475854,3.380447585,1.861012956,2.979976443
E02000178,Camden 013,727,1599,871,312,230,343,273,153,319,4076,8903,8.165786813,17.96023812,9.78321914,3.504436707,2.583398854,3.852633944,3.066382118,1.718521847,3.583061889
E02000179,Camden 014,585,959,567,152,75,160,141,86,129,2894,5748,10.17745303,16.68406402,9.864300626,2.644398051,1.30480167,2.783576896,2.45302714,1.496172582,2.244258873
E02000180,Camden 015,589,1335,852,253,171,249,206,139,263,3821,7878,7.476516882,16.94592536,10.81492765,3.211474994,2.170601676,3.160700685,2.614876872,1.76440721,3.338410764
E02000181,Camden 016,1046,1964,966,259,117,162,150,58,118,3235,8075,12.95356037,24.32198142,11.9628483,3.207430341,1.448916409,2.00619195,1.857585139,0.718266254,1.46130031
E02000182,Camden 017,804,1116,602,218,97,200,144,65,144,3725,7115,11.30007027,15.68517217,8.460997892,3.063949403,1.363316936,2.810962755,2.023893183,0.913562895,2.023893183
E02000183,Camden 018,823,1388,754,199,103,230,138,81,132,3744,7592,10.84035827,18.28240253,9.931506849,2.62118019,1.356691254,3.029504742,1.817702845,1.06691254,1.738672287
E02000184,Camden 019,478,1224,712,285,200,303,292,156,295,4961,8906,5.367168201,13.74354368,7.994610375,3.200089827,2.245677072,3.402200764,3.278688525,1.751628116,3.312373681
E02000185,Camden 020,496,1038,648,286,231,325,301,217,366,4978,8886,5.58181409,11.68129642,7.29237002,3.218546027,2.599594868,3.657438668,3.387350889,2.442043664,4.118838623
E02000186,Camden 021,588,1039,621,186,101,187,161,89,139,3114,6225,9.445783133,16.69076305,9.975903614,2.987951807,1.62248996,3.004016064,2.586345382,1.429718876,2.232931727
E02000187,Camden 022,389,947,498,279,204,357,336,230,366,6177,9783,3.976285393,9.680057242,5.090463048,2.851885925,2.085249923,3.649187366,3.434529285,2.35101707,3.741183686
E02000188,Camden 023,249,690,400,216,139,275,245,209,267,4489,7179,3.468449645,9.611366486,5.571806658,3.008775595,1.936202814,3.830617078,3.412731578,2.911268979,3.719180944
E02000191,Camden 026,373,911,357,126,64,95,89,37,91,3194,5337,6.9889451,17.06951471,6.689151209,2.360876897,1.199175567,1.780026232,1.667603523,0.693273375,1.705077759
E02000192,Camden 027,433,1042,542,216,135,208,224,139,208,3512,6659,6.50247785,15.64799519,8.139360264,3.24373029,2.027331431,3.123592131,3.363868449,2.087400511,3.123592131
E02000193,Camden 028,517,1024,502,165,88,174,155,66,133,3137,5961,8.673041436,17.17832578,8.421405804,2.767991948,1.476262372,2.918973327,2.60023486,1.107196779,2.231169267
E02000194,Croydon 001,769,1421,970,439,283,358,240,187,337,4207,9211,8.348713495,15.4272066,10.53088698,4.766040604,3.072413419,3.886657258,2.605580284,2.030181305,3.658668983
E02000195,Croydon 002,740,1185,689,450,350,324,306,186,354,5065,9649,7.669188517,12.2810654,7.140636335,4.66369572,3.627318893,3.357860918,3.171313089,1.927660898,3.668773966
E02000196,Croydon 003,433,748,485,377,405,346,289,264,406,4160,7913,5.472008088,9.452799191,6.129154556,4.764311892,5.11815999,4.372551498,3.652217869,3.336282067,5.130797422
E02000197,Croydon 004,500,887,577,437,486,428,337,303,502,4567,9024,5.540780142,9.829343972,6.394060284,4.842641844,5.385638298,4.742907801,3.734485816,3.357712766,5.562943262
E02000198,Croydon 005,402,789,523,409,469,562,322,287,504,4621,8888,4.522952295,8.877137714,5.884338434,4.601710171,5.276777678,6.323132313,3.622862286,3.229072907,5.670567057
E02000199,Croydon 006,462,906,575,420,386,477,297,290,436,4164,8413,5.491501248,10.7690479,6.834660644,4.992273862,4.588137406,5.669796743,3.530250802,3.447046238,5.182455723
E02000200,Croydon 007,583,1213,833,428,321,446,268,232,410,4313,9047,6.444125124,13.40775948,9.20747209,4.730850006,3.548137504,4.929810987,2.962307947,2.564385984,4.531889024
E02000201,Croydon 008,454,861,624,386,361,495,291,247,471,4499,8689,5.224997123,9.909080447,7.181493843,4.442398435,4.154678329,5.696858096,3.349062032,2.842674646,5.420646795
E02000202,Croydon 009,386,757,462,450,370,452,414,383,447,4809,8930,4.322508399,8.477043673,5.173572228,5.039193729,4.143337066,5.061590146,4.636058231,4.288913774,5.005599104
E02000203,Croydon 010,337,643,470,352,349,482,314,251,520,4248,7966,4.230479538,8.071805172,5.90007532,4.418779814,4.381119759,6.050715541,3.941752448,3.150891288,6.527742907
E02000204,Croydon 011,379,788,474,511,347,443,471,339,589,5315,9656,3.925020713,8.16072908,4.908864954,5.292046396,3.593620547,4.587821044,4.877796189,3.510770505,6.0998343
E02000206,Croydon 013,505,947,685,457,477,593,396,374,674,5710,10818,4.668145683,8.753928637,6.332039194,4.224440747,4.409317804,5.481604733,3.660565724,3.457200961,6.230356813
E02000207,Croydon 014,437,914,629,448,373,504,313,290,453,4539,8900,4.91011236,10.26966292,7.06741573,5.033707865,4.191011236,5.662921348,3.516853933,3.258426966,5.08988764
E02000208,Croydon 015,392,873,513,419,392,635,442,408,639,6151,10864,3.608247423,8.035714286,4.722017673,3.856774669,3.608247423,5.844992636,4.068483063,3.755522828,5.881811487
E02000209,Croydon 016,378,670,419,429,370,473,616,369,509,4834,9067,4.168964376,7.389434212,4.621153634,4.731443697,4.080732326,5.216719974,6.793867873,4.06970332,5.6137642
E02000210,Croydon 017,511,1073,667,460,438,439,277,256,464,4133,8718,5.861436109,12.30786878,7.650837348,5.27643955,5.024088094,5.035558614,3.177334251,2.936453315,5.322321633
E02000211,Croydon 018,571,927,594,570,392,319,269,203,235,4194,8274,6.901136089,11.20377085,7.179115301,6.889050036,4.737732657,3.85545081,3.251148175,2.453468697,2.840222383
E02000212,Croydon 019,310,678,430,418,351,536,561,365,575,5237,9461,3.276609238,7.166261495,4.544974104,4.418137618,3.709967234,5.665363069,5.92960575,3.857943135,6.077581651
E02000213,Croydon 020,553,1241,731,508,463,759,605,364,772,6801,12797,4.321325311,9.697585372,5.712276315,3.969680394,3.618035477,5.931077596,4.727670548,2.84441666,6.032663906
E02000214,Croydon 021,449,825,473,372,241,214,212,135,175,3141,6237,7.198973866,13.22751323,7.58377425,5.964405964,3.864037197,3.431136764,3.399070066,2.164502165,2.805836139
E02000215,Croydon 022,779,1547,919,513,555,570,400,308,664,5565,11820,6.590524535,13.08798646,7.774957699,4.340101523,4.695431472,4.822335025,3.384094755,2.605752961,5.617597293
E02000216,Croydon 023,558,1262,437,308,213,214,170,115,191,3694,7162,7.791119799,17.62077632,6.101647584,4.300474728,2.974029601,2.987992181,2.373638648,1.605696733,2.666852834
E02000217,Croydon 024,688,1350,810,599,566,608,520,394,670,5722,11927,5.768424583,11.31885638,6.791313826,5.022218496,4.74553534,5.097677538,4.359855789,3.303429194,5.617506498
E02000218,Croydon 025,341,534,367,333,259,321,231,155,254,3876,6671,5.11167741,8.004796882,5.501424074,4.991755359,3.88247639,4.811872283,3.462749213,2.323489732,3.807525109
E02000219,Croydon 026,618,929,516,474,320,253,207,178,156,3982,7633,8.096423425,12.17083715,6.760120529,6.209878161,4.192322809,3.314555221,2.711908817,2.331979562,2.043757369
E02000221,Croydon 028,541,1066,627,535,445,557,446,300,471,5870,10858,4.982501381,9.817645975,5.774544115,4.927242586,4.098360656,5.129858169,4.107570455,2.762939768,4.337815436
E02000222,Croydon 029,730,1260,702,450,303,322,242,211,276,3856,8352,8.740421456,15.0862069,8.405172414,5.387931034,3.627873563,3.855363985,2.897509579,2.526340996,3.304597701
E02000223,Croydon 030,240,400,290,259,315,539,344,296,522,5328,8533,2.812609868,4.687683113,3.398570257,3.035274815,3.691550451,6.316652994,4.031407477,3.468885503,6.117426462
E02000224,Croydon 031,607,1065,742,460,329,352,279,219,300,3698,8051,7.539436095,13.22817041,9.216246429,5.713575953,4.086448888,4.372127686,3.465408024,2.720158986,3.726245187
E02000225,Croydon 032,260,453,347,354,428,486,294,304,459,4115,7500,3.466666667,6.04,4.626666667,4.72,5.706666667,6.48,3.92,4.053333333,6.12
E02000226,Croydon 033,573,921,532,415,301,273,194,145,198,4063,7615,7.524622456,12.09455023,6.986211425,5.44977019,3.952724885,3.585029547,2.547603414,1.904136573,2.60013132
E02000227,Croydon 034,592,1092,869,699,570,616,436,386,461,5958,11679,5.068927134,9.350115592,7.44070554,5.985101464,4.880554842,5.27442418,3.733196335,3.30507749,3.947255758
E02000228,Croydon 035,800,1161,549,399,193,190,159,92,115,4300,7958,10.05277708,14.58909274,6.898718271,5.013822568,2.42523247,2.387534556,1.997989445,1.156069364,1.445086705
E02000229,Croydon 036,214,366,260,198,337,359,214,228,365,3694,6235,3.43223737,5.870088212,4.170008019,3.175621492,5.404971933,5.757818765,3.43223737,3.656776263,5.854049719
E02000230,Croydon 037,900,1520,789,566,313,316,235,191,252,5421,10503,8.568980291,14.4720556,7.512139389,5.388936494,2.980100924,3.008664191,2.237455965,1.81852804,2.399314482
E02000231,Croydon 038,908,1170,555,389,201,229,170,87,146,4075,7930,11.45018916,14.75409836,6.998738966,4.905422446,2.534678436,2.88776797,2.143757881,1.097099622,1.84110971
E02000232,Croydon 039,486,650,425,362,288,218,177,122,172,3296,6196,7.843770174,10.49063912,6.859264041,5.842479019,4.648160103,3.518398967,2.85668173,1.969012266,2.775984506
E02000233,Croydon 040,508,862,512,361,238,249,168,109,167,3189,6363,7.983655508,13.54706899,8.046518938,5.673424485,3.740374037,3.913248468,2.640264026,1.713028446,2.624548169
E02000234,Croydon 041,767,1219,757,489,330,342,245,175,240,4884,9448,8.118120237,12.90220152,8.012277731,5.175698561,3.49280271,3.619813717,2.593141406,1.852243861,2.540220152
E02000235,Croydon 042,654,888,582,375,248,220,207,119,160,3439,6892,9.489262914,12.88450377,8.444573418,5.44109112,3.598374927,3.19210679,3.003482298,1.726639582,2.321532211
E02000236,Croydon 043,793,1287,763,483,385,340,213,171,225,4467,9127,8.688506629,14.10101895,8.359811548,5.291990797,4.218253533,3.725210913,2.333735072,1.873561959,2.465213104
E02000237,Croydon 044,532,814,529,419,347,308,197,165,199,4091,7601,6.999079069,10.70911722,6.959610578,5.512432575,4.565188791,4.052098408,2.591764242,2.170767004,2.618076569
E02000238,Ealing 001,586,979,610,512,678,454,514,463,712,5199,10707,5.473055011,9.143550948,5.697207434,4.781918371,6.332305968,4.240216681,4.80059774,4.32427384,6.649855235
E02000239,Ealing 002,526,870,504,435,606,304,367,360,614,4457,9043,5.816653765,9.620701095,5.573371669,4.810350547,6.701315935,3.361716245,4.058387703,3.980979763,6.789782152
E02000240,Ealing 003,459,795,479,437,595,543,436,441,742,6283,11210,4.09455843,7.091882248,4.272970562,3.898305085,5.307760928,4.843889384,3.889384478,3.933987511,6.619090098
E02000241,Ealing 004,372,657,393,343,412,307,311,296,487,3816,7394,5.031106302,8.885582905,5.315120368,4.638896402,5.572085475,4.152015147,4.206113065,4.003245875,6.586421423
E02000242,Ealing 005,370,508,324,332,445,217,349,318,423,3599,6885,5.374001452,7.378358751,4.705882353,4.822076979,6.463326071,3.15177923,5.068990559,4.618736383,6.14379085
E02000243,Ealing 006,477,723,459,397,592,315,293,360,541,4565,8722,5.468929145,8.289383169,5.26255446,4.551708324,6.787434075,3.611556982,3.359321257,4.127493694,6.202705801
E02000244,Ealing 007,443,728,435,323,562,285,254,330,409,4118,7887,5.616837834,9.230379105,5.515405097,4.095346773,7.125649803,3.61354127,3.220489413,4.184100418,5.1857487
E02000245,Ealing 008,312,620,415,384,429,455,372,401,536,5384,9308,3.351955307,6.660936829,4.458530297,4.125483455,4.608938547,4.888268156,3.996562097,4.308122046,5.758487323
E02000246,Ealing 009,401,576,406,361,443,418,433,444,588,5391,9461,4.238452595,6.088151358,4.291301131,3.815664306,4.682380298,4.418137618,4.576683226,4.692950005,6.214987845
E02000247,Ealing 010,486,785,488,460,560,456,410,504,671,6333,11153,4.357571954,7.038464987,4.375504349,4.12445082,5.021070564,4.088586031,3.676140949,4.518963508,6.016318479
E02000248,Ealing 011,587,847,448,301,421,249,216,237,409,4002,7717,7.606582869,10.97576779,5.805364779,3.900479461,5.455487884,3.226642478,2.799015161,3.071141635,5.299987042
E02000249,Ealing 012,430,624,426,347,529,344,304,343,519,4514,8380,5.131264916,7.446300716,5.08353222,4.140811456,6.312649165,4.105011933,3.627684964,4.093078759,6.193317422
E02000250,Ealing 013,673,1144,503,228,149,143,110,78,139,3315,6482,10.38259796,17.6488738,7.759950633,3.517432891,2.298673249,2.206109226,1.697007097,1.203332305,2.144399877
E02000251,Ealing 014,390,622,400,346,464,271,447,373,539,4463,8315,4.690318701,7.480457005,4.810583283,4.16115454,5.580276609,3.259170174,5.375826819,4.485868912,6.482260974
E02000252,Ealing 015,589,1220,747,422,548,484,414,343,645,6829,12241,4.811698391,9.966506004,6.102442611,3.447430765,4.476758435,3.953925333,3.382076628,2.802058655,5.269177355
E02000253,Ealing 016,458,838,577,388,439,459,302,312,473,6098,10344,4.427687548,8.101314772,5.578112916,3.750966744,4.244006187,4.437354988,2.919566899,3.016241299,4.572699149
E02000254,Ealing 017,377,513,421,333,390,287,433,477,770,5207,9208,4.094265856,5.571242398,4.572111208,3.616420504,4.235447437,3.116854909,4.702432667,5.180278019,8.362293658
E02000255,Ealing 018,765,1320,756,386,277,315,262,210,295,5276,9862,7.757047252,13.38470898,7.665787873,3.914013385,2.8087609,3.19407828,2.656661935,2.12938552,2.991279659
E02000256,Ealing 019,948,1683,948,361,280,274,222,177,304,3986,9183,10.32342372,18.32734401,10.32342372,3.931177175,3.04911249,2.983774366,2.417510617,1.927474681,3.31046499
E02000258,Ealing 021,600,796,543,289,301,249,193,137,278,3514,6900,8.695652174,11.53623188,7.869565217,4.188405797,4.362318841,3.608695652,2.797101449,1.985507246,4.028985507
E02000259,Ealing 022,464,893,513,254,346,241,194,125,281,3272,6583,7.04845815,13.56524381,7.792799635,3.858423211,5.255962327,3.660944858,2.946984657,1.898830321,4.268570561
E02000260,Ealing 023,295,480,299,318,306,286,482,468,875,6025,9834,2.999796624,4.881025015,3.040471832,3.233679073,3.111653447,2.908277405,4.901362619,4.75899939,8.897701851
E02000261,Ealing 024,938,1611,944,500,578,481,449,371,639,6143,12654,7.412675834,12.7311522,7.460091671,3.951319741,4.56772562,3.801169591,3.548285127,2.931879248,5.049786629
E02000262,Ealing 025,721,1249,866,353,359,397,274,225,443,4461,9348,7.71287976,13.36114677,9.264013693,3.776208815,3.840393667,4.246897732,2.931108258,2.406931964,4.7389816
E02000263,Ealing 026,393,618,405,405,454,390,732,708,1421,8181,13707,2.867148172,4.508645218,2.954694682,2.954694682,3.31217626,2.845261545,5.340337054,5.165244036,10.36696578
E02000264,Ealing 027,882,1404,841,343,297,249,211,114,318,3834,8493,10.38502296,16.53126104,9.90227246,4.03862004,3.496997527,2.93182621,2.484398917,1.342281879,3.744259979
E02000265,Ealing 028,816,1581,921,467,396,398,276,216,464,5698,11233,7.264310514,14.07460162,8.199056352,4.157393394,3.525327161,3.543131844,2.457046203,1.922905724,4.130686371
E02000266,Ealing 029,538,1017,639,470,420,561,552,527,741,7650,13115,4.102173084,7.754479604,4.872283645,3.583682806,3.202439954,4.277544796,4.208921083,4.018299657,5.650019062
