Middle layer Super Output Areas Code,Middle layer Super Output Areas,Does not apply,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,outside the UK,Works mainly from home,Total,% work from home
E02004837,Winchester 009,4280,353,436,199,295,144,118,52,78,380,1899,8234,23.06290989
E02004838,Winchester 010,5049,158,282,635,441,144,104,75,66,538,2256,9748,23.14320886
E02004839,Winchester 011,4736,114,150,276,783,169,64,63,67,584,1957,8963,21.8342073
E02004840,Winchester 012,5283,291,196,426,1040,130,78,51,61,751,1896,10203,18.58276977
E02004841,Winchester 013,5558,362,474,585,893,210,92,95,108,828,2541,11746,21.63289631
E02004842,Winchester 014,5825,328,474,712,580,390,85,106,122,838,2077,11537,18.00294704
E02004843,Broxbourne 001,3768,408,340,323,371,195,97,34,10,598,1086,7230,15.02074689
E02004844,Broxbourne 002,3635,577,235,450,360,257,85,28,29,805,997,7458,13.36819523
E02004845,Broxbourne 003,3975,614,186,484,413,255,56,27,18,778,1091,7897,13.81537293
E02004846,Broxbourne 004,3324,176,245,306,238,249,37,14,11,421,1379,6400,21.546875
E02004847,Broxbourne 005,5362,308,620,638,629,413,56,33,22,897,1379,10357,13.31466641
E02004848,Broxbourne 006,3939,216,291,479,558,237,33,29,28,725,1183,7718,15.32780513
E02004849,Broxbourne 007,3347,100,257,471,456,237,36,25,18,607,1297,6851,18.93154284
E02004850,Broxbourne 008,3773,358,284,511,493,242,36,27,15,742,970,7451,13.01838679
E02004851,Broxbourne 009,3133,243,230,390,403,188,25,17,13,541,752,5935,12.67059815
E02004852,Broxbourne 010,4130,364,279,451,566,344,52,18,21,692,1149,8066,14.24497892
E02004853,Broxbourne 011,3726,263,275,409,496,202,40,19,11,654,896,6991,12.81647833
E02004854,Broxbourne 012,4107,390,382,425,582,252,38,26,32,750,1088,8072,13.47869177
E02004855,Broxbourne 013,4482,503,427,433,650,227,56,34,23,794,952,8581,11.09427806
E02004856,Dacorum 001,2801,76,92,425,392,154,91,59,15,494,1200,5799,20.69322297
E02004857,Dacorum 002,3057,228,103,214,269,170,88,88,29,353,1441,6040,23.85761589
E02004858,Dacorum 003,2497,297,68,232,255,147,82,68,11,395,974,5026,19.37922801
E02004859,Dacorum 004,2699,167,111,151,272,110,57,82,18,317,1332,5316,25.05643341
E02004860,Dacorum 005,2808,322,346,265,355,156,117,21,29,530,880,5829,15.09692915
E02004861,Dacorum 006,3050,108,198,154,210,89,65,73,12,280,1292,5531,23.35924788
E02004862,Dacorum 007,4142,433,573,270,466,164,143,34,26,717,812,7780,10.43701799
E02004863,Dacorum 008,4307,688,376,233,419,151,138,21,24,741,832,7930,10.49180328
E02004864,Dacorum 009,3172,327,59,187,206,95,77,84,17,291,1854,6369,29.10975035
E02004865,Dacorum 010,2603,277,351,173,338,144,111,25,12,486,992,5512,17.99709724
E02004866,Dacorum 011,3362,231,582,182,420,175,140,29,14,599,1034,6768,15.27777778
E02004867,Dacorum 012,3466,301,46,205,267,76,64,92,19,329,1674,6539,25.60024469
E02004868,Dacorum 013,4007,613,295,258,404,181,119,21,19,727,1154,7798,14.79866632
E02004869,Dacorum 014,2876,329,79,248,190,64,73,81,20,275,1638,5873,27.89034565
E02004870,Dacorum 015,5607,962,527,385,570,289,226,49,44,982,1975,11616,17.00241047
E02004871,Dacorum 016,2472,166,406,127,293,111,98,22,11,421,897,5024,17.85429936
E02004872,Dacorum 017,3903,347,382,323,364,142,106,31,15,529,1283,7425,17.27946128
E02004873,Dacorum 018,5170,522,487,392,596,272,276,47,23,833,3048,11666,26.12720727
E02004874,Dacorum 019,2890,430,256,204,337,155,117,19,15,563,1016,6002,16.92769077
E02004875,Dacorum 020,5117,603,652,436,511,249,162,31,39,890,1750,10440,16.76245211
E02004876,Dacorum 021,5235,148,214,455,452,188,147,35,47,655,1922,9498,20.23583912
E02004877,Dacorum 022,2637,135,196,304,197,118,66,17,22,370,1226,5288,23.18456884
E02004878,East Hertfordshire 001,4782,296,75,135,843,407,194,129,37,847,1573,9318,16.881305
E02004880,East Hertfordshire 003,5302,354,267,364,565,273,166,198,41,732,2568,10830,23.71191136
E02004881,East Hertfordshire 004,3333,422,152,407,233,134,116,132,24,430,1484,6867,21.61060143
E02004882,East Hertfordshire 005,4141,639,241,465,298,178,142,173,33,487,1663,8460,19.6572104
E02004883,East Hertfordshire 006,3061,134,100,319,562,183,108,76,19,565,1120,6247,17.92860573
E02004884,East Hertfordshire 007,4754,851,265,751,433,244,149,192,32,756,1945,10372,18.75241034
E02004885,East Hertfordshire 008,4096,460,383,361,374,176,156,166,32,548,1829,8581,21.31453211
E02004886,East Hertfordshire 009,3420,94,178,380,305,147,170,32,13,546,1375,6660,20.64564565
E02004887,East Hertfordshire 010,3780,87,201,504,405,173,118,44,26,517,1673,7528,22.22369819
E02004888,East Hertfordshire 011,4568,263,248,513,343,208,187,62,21,603,1727,8743,19.75294521
E02004889,East Hertfordshire 012,5588,729,416,392,643,240,244,42,23,837,2082,11236,18.52972588
E02004890,East Hertfordshire 013,3769,566,370,275,566,226,187,41,19,625,1745,8389,20.80104899
E02004891,East Hertfordshire 014,4012,375,190,194,387,151,153,30,11,417,1979,7899,25.05380428
E02004892,East Hertfordshire 015,2970,268,233,253,333,134,104,23,12,408,1170,5908,19.80365606
E02004893,East Hertfordshire 016,2647,365,222,185,424,140,104,27,8,455,1401,5978,23.43593175
E02004894,East Hertfordshire 017,4379,542,261,307,609,247,203,52,21,589,2422,9632,25.14534884
E02004895,East Hertfordshire 018,4900,288,540,310,473,216,152,53,29,682,1744,9387,18.57888569
E02004896,Hertsmere 001,4314,311,125,372,471,224,36,19,15,545,1550,7982,19.41869206
E02004897,Hertsmere 002,3601,261,161,365,468,184,27,16,22,469,1238,6812,18.17381092
E02004898,Hertsmere 003,4242,311,219,476,528,166,31,20,16,608,1135,7752,14.64138287
E02004899,Hertsmere 004,2728,96,226,327,278,132,24,10,20,363,1184,5388,21.97475872
E02004900,Hertsmere 005,4242,139,230,344,320,274,32,15,24,324,2242,8186,27.3882238
E02004901,Hertsmere 006,5209,597,345,588,628,197,37,28,44,1001,1540,10214,15.07734482
E02004902,Hertsmere 007,4096,444,319,467,509,155,31,12,25,740,1331,8129,16.37347767
E02004903,Hertsmere 008,3713,371,356,336,402,253,31,24,23,560,1442,7511,19.19850885
E02004904,Hertsmere 009,3324,430,243,411,520,110,29,13,15,676,1098,6869,15.98485951
E02004905,Hertsmere 010,3273,166,276,315,376,127,34,29,11,366,1568,6541,23.97186974
E02004906,Hertsmere 011,5406,574,367,595,758,157,52,29,29,928,2219,11114,19.96580889
E02004907,Hertsmere 012,5377,354,576,569,536,330,47,20,28,743,2194,10774,20.36383887
E02004908,Hertsmere 013,5535,209,507,566,537,207,39,22,41,578,2310,10551,21.89365937
E02004909,North Hertfordshire 001,2633,572,145,84,380,215,99,102,52,414,1120,5816,19.25722146
E02004910,North Hertfordshire 002,5669,805,225,159,715,461,177,190,110,653,2467,11631,21.21055799
E02004911,North Hertfordshire 003,3595,491,371,251,259,178,111,107,16,472,957,6808,14.05699177
E02004912,North Hertfordshire 004,4968,739,326,515,445,293,160,192,33,690,2257,10618,21.25635713
E02004914,North Hertfordshire 006,4106,660,231,300,237,187,119,131,23,496,1586,8076,19.63843487
E02004915,North Hertfordshire 007,2908,262,469,168,191,142,81,87,20,370,936,5634,16.61341853
E02004916,North Hertfordshire 008,3997,367,401,200,190,125,88,124,20,354,1551,7417,20.91141971
E02004917,North Hertfordshire 009,3510,475,333,287,148,106,72,81,13,397,968,6390,15.1486698
E02004918,North Hertfordshire 010,3438,513,180,377,275,177,123,203,32,509,2335,8162,28.60818427
E02004919,North Hertfordshire 011,3669,411,382,308,251,164,94,152,19,456,1800,7706,23.35842201
E02004920,North Hertfordshire 012,5998,709,206,588,287,205,136,204,49,636,2470,11488,21.50069638
E02004921,North Hertfordshire 013,3882,399,232,306,243,121,108,145,24,375,2034,7869,25.84826535
E02004922,North Hertfordshire 014,5207,136,355,493,486,226,111,163,40,695,2220,10132,21.91077773
E02004923,North Hertfordshire 015,5260,170,269,502,634,198,176,72,27,633,2443,10384,23.52657935
E02004924,St Albans 001,4053,289,121,281,238,67,150,50,11,264,2206,7730,28.538163
E02004925,St Albans 002,4206,336,69,309,195,73,165,30,14,334,2147,7878,27.25310993
E02004926,St Albans 003,4395,297,73,236,190,57,219,21,13,228,2375,8104,29.3065153
E02004927,St Albans 004,3661,117,207,415,209,69,90,26,18,308,1597,6717,23.77549501
E02004928,St Albans 005,3737,180,174,254,176,67,124,22,17,215,1905,6871,27.72522195
E02004929,St Albans 006,3469,119,179,342,269,64,118,17,22,325,1477,6401,23.07451961
E02004930,St Albans 007,3525,241,423,278,233,120,88,18,20,354,1704,7004,24.32895488
E02004931,St Albans 008,3612,293,353,233,237,89,74,22,22,327,1705,6967,24.47251328
E02004932,St Albans 009,4056,399,292,291,236,89,108,20,24,361,1868,7744,24.12190083
E02004933,St Albans 010,3590,321,140,175,172,119,115,21,13,167,2108,6941,30.37026365
E02004934,St Albans 011,3461,408,192,218,225,185,119,22,25,297,2652,7804,33.98257304
E02004935,St Albans 012,3529,589,149,277,255,233,183,35,20,340,3441,9051,38.01789857
E02004936,St Albans 013,3086,284,326,170,222,147,57,16,20,291,1921,6540,29.37308869
E02004937,St Albans 014,3868,260,162,171,193,115,100,16,24,244,2140,7293,29.34320581
E02004939,St Albans 016,3483,350,367,212,210,192,36,14,15,388,1416,6683,21.18808918
E02004940,St Albans 017,3892,485,309,250,249,197,68,25,19,402,1814,7710,23.52788586
E02004941,St Albans 018,4777,378,651,504,564,322,48,37,24,838,1659,9802,16.92511732
E02004942,St Albans 019,3378,141,294,386,245,219,31,20,12,451,1257,6434,19.53683556
E02004943,St Albans 020,4269,158,317,515,322,225,55,26,22,531,1780,8220,21.65450122
E02004944,Stevenage 001,3950,355,937,228,361,193,163,138,30,701,1085,8141,13.32760103
E02004945,Stevenage 002,5886,1076,759,351,461,226,183,232,56,893,2108,12231,17.23489494
E02004946,Stevenage 003,3177,289,682,186,298,112,99,73,24,613,870,6423,13.5450724
E02004948,Stevenage 005,3068,571,375,186,243,131,77,86,20,472,846,6075,13.92592593
E02004949,Stevenage 006,4501,711,637,245,336,149,113,139,33,725,1210,8799,13.75156268
E02004950,Stevenage 007,3378,330,691,187,351,178,121,97,29,591,873,6826,12.7893349
E02004951,Stevenage 008,4031,806,469,226,372,167,118,135,21,675,1032,8052,12.81669151
E02004952,Stevenage 009,3347,250,704,174,402,174,120,100,20,575,1019,6885,14.80029049
E02004953,Stevenage 010,3259,401,615,150,353,181,89,69,21,599,738,6475,11.3976834
E02004954,Stevenage 011,3519,402,543,242,412,184,109,95,16,647,961,7130,13.47826087
E02004955,Stevenage 012,3009,153,469,241,350,143,93,57,12,579,914,6020,15.18272425
E02004956,Three Rivers 001,4378,224,331,667,414,255,89,43,33,703,1901,9038,21.03341447
E02004957,Three Rivers 002,5375,274,482,792,519,372,80,44,33,779,2066,10816,19.10133136
E02004958,Three Rivers 003,3959,239,390,380,296,182,67,23,20,531,1771,7858,22.53754136
E02004959,Three Rivers 004,3153,107,172,249,221,217,71,25,36,259,1674,6184,27.0698577
E02004960,Three Rivers 005,2951,95,119,268,215,125,109,18,13,233,1563,5709,27.37782449
E02004961,Three Rivers 006,4758,415,572,303,405,302,62,28,27,557,2279,9708,23.47548414
E02004962,Three Rivers 007,4345,355,329,406,420,285,77,27,12,601,2168,9025,24.02216066
E02004963,Three Rivers 008,3788,272,524,363,367,195,32,23,14,808,1183,7569,15.62954155
E02004964,Three Rivers 009,2888,166,267,320,359,118,57,20,15,481,1055,5746,18.36059868
E02004965,Three Rivers 010,3701,172,428,353,355,155,25,15,22,659,1065,6950,15.32374101
E02004966,Three Rivers 011,3560,268,239,252,319,250,47,21,40,319,1982,7297,27.16184733
E02004967,Three Rivers 012,3967,270,577,550,442,175,31,20,22,917,906,7877,11.5018408
E02004968,Watford 001,3937,337,474,513,353,211,41,29,24,682,1108,7709,14.372811
E02004969,Watford 002,3549,346,448,389,350,261,45,23,21,648,1174,7254,16.18417425
E02004970,Watford 003,4346,387,544,424,413,236,43,25,20,801,1162,8401,13.8316867
E02004971,Watford 004,4340,466,681,368,359,264,40,25,30,772,1322,8667,15.25325949
E02004972,Watford 005,2966,369,337,237,245,214,32,19,13,457,1283,6172,20.78742709
E02004973,Watford 006,3804,683,547,272,474,346,39,34,40,871,1594,8704,18.31341912
E02004974,Watford 007,4420,431,457,246,348,315,69,36,30,518,2201,9071,24.26413846
E02004975,Watford 008,4275,442,346,221,290,273,52,19,23,389,1898,8228,23.06757414
E02004976,Watford 009,4869,1346,544,414,540,422,60,44,39,989,2149,11416,18.8244569
E02004977,Watford 010,4223,1468,441,273,410,269,62,27,39,841,1107,9160,12.08515284
E02004978,Watford 011,5213,1184,558,314,467,297,56,23,33,855,1296,10296,12.58741259
E02004979,Watford 012,3445,370,349,279,321,229,33,22,17,507,1609,7181,22.40635009
E02004980,Welwyn Hatfield 001,3157,86,178,287,269,121,126,25,21,315,1615,6200,26.0483871
E02004981,Welwyn Hatfield 002,4043,339,360,310,401,192,108,28,21,555,1779,8136,21.86578171
E02004982,Welwyn Hatfield 003,3210,308,172,209,231,96,96,15,13,353,1268,5971,21.23597387
E02004983,Welwyn Hatfield 004,3111,429,214,289,364,120,94,15,15,416,1051,6118,17.17881661
E02004984,Welwyn Hatfield 005,3050,301,325,318,402,136,110,29,13,429,1174,6287,18.67345316
E02004985,Welwyn Hatfield 006,3698,342,292,155,248,128,129,21,21,289,1610,6933,23.2222703
E02004986,Welwyn Hatfield 007,4159,845,379,278,475,213,187,41,15,643,1553,8788,17.67182522
E02004987,Welwyn Hatfield 008,3790,380,443,298,519,212,112,36,35,611,1359,7795,17.43425273
E02004988,Welwyn Hatfield 009,3935,387,573,233,418,201,97,26,20,529,1429,7848,18.20846075
E02004989,Welwyn Hatfield 010,6902,1105,504,486,604,299,119,56,59,828,1593,12555,12.68817204
E02004990,Welwyn Hatfield 011,3478,487,471,294,395,223,57,35,31,490,1327,7288,18.20801317
E02004991,Welwyn Hatfield 012,4062,980,326,446,412,224,61,34,34,673,978,8230,11.88335358
E02004992,Welwyn Hatfield 013,6006,546,781,552,527,224,63,56,75,729,845,10404,8.121876201
E02004994,Welwyn Hatfield 015,3225,124,132,342,357,195,24,12,20,305,1417,6153,23.02941654
E02004995,Welwyn Hatfield 016,2954,59,95,339,363,160,18,13,16,391,1234,5642,21.87167671
E02004996,Ashford 001,4468,251,360,323,353,201,119,60,115,558,1619,8427,19.21205649
E02004997,Ashford 002,4470,97,123,390,480,275,72,66,100,592,1527,8192,18.64013672
E02004998,Ashford 003,3546,343,627,94,229,173,89,60,107,464,1070,6802,15.73066745
E02005000,Ashford 005,6014,1373,1090,136,337,403,155,112,236,855,1393,12104,11.5085922
E02005001,Ashford 006,4822,1005,696,104,303,251,135,72,156,785,1234,9563,12.90390045
E02005002,Ashford 007,5313,751,1043,214,272,331,158,60,173,833,892,10040,8.884462151
E02005003,Ashford 008,5010,558,1054,208,267,286,116,63,137,796,756,9251,8.172089504
E02005004,Ashford 009,5545,732,1223,225,340,432,208,93,231,1021,1749,11799,14.82329011
E02005005,Ashford 010,5200,155,592,577,346,258,164,101,181,876,1943,10393,18.69527567
E02005006,Ashford 011,3451,52,152,206,394,143,57,35,72,549,1095,6206,17.64421528
E02005007,Ashford 012,4939,150,471,510,364,264,113,63,148,774,1570,9366,16.76275892
E02005008,Ashford 013,5096,381,187,223,560,226,111,49,86,649,1199,8767,13.67628607
E02005009,Ashford 014,3276,124,57,313,420,119,84,38,61,549,920,5961,15.43365207
E02005010,Canterbury 001,4258,560,175,386,494,83,53,52,100,664,767,7592,10.10273973
E02005011,Canterbury 002,4502,257,189,299,536,77,67,62,73,566,852,7480,11.39037433
E02005012,Canterbury 003,5198,464,312,472,454,155,67,97,121,740,879,8959,9.811362875
E02005013,Canterbury 004,4824,270,510,397,326,182,68,74,82,711,769,8213,9.363204676
E02005014,Canterbury 005,5020,333,252,470,210,213,105,43,114,515,1165,8440,13.80331754
E02005015,Canterbury 006,5161,406,351,729,528,196,69,105,133,809,1163,9650,12.05181347
E02005016,Canterbury 007,4393,461,115,394,231,200,105,30,133,531,1214,7807,15.5501473
E02005017,Canterbury 008,3383,425,115,370,255,147,87,27,119,486,1225,6639,18.45157403
E02005018,Canterbury 009,4976,261,269,526,235,241,124,42,137,681,1240,8732,14.20064132
E02005019,Canterbury 010,3578,129,201,632,339,119,33,60,82,502,852,6527,13.0534702
E02005020,Canterbury 011,4169,260,671,486,159,209,26,76,78,617,770,7521,10.23800027
E02005021,Canterbury 012,7719,233,470,255,141,206,64,64,185,396,1300,11033,11.78283332
E02005022,Canterbury 013,5147,662,291,215,102,217,45,34,131,326,893,8063,11.07528215
E02005023,Canterbury 014,6168,1000,372,248,175,293,31,56,145,494,744,9726,7.649599013
E02005025,Canterbury 016,5918,1080,253,151,256,297,42,66,134,343,1356,9896,13.70250606
E02005026,Canterbury 017,4212,171,362,464,462,205,104,47,106,555,1394,8082,17.24820589
E02005027,Canterbury 018,3063,81,185,307,389,97,17,42,70,351,916,5518,16.60021747
E02005028,Dartford 001,7365,660,852,614,676,818,110,46,65,1030,2131,14367,14.83260249
E02005029,Dartford 002,6462,408,821,608,829,759,313,83,64,1328,3252,14927,21.78602532
E02005030,Dartford 003,5721,683,819,568,578,575,74,50,54,1025,2056,12203,16.84831599
E02005031,Dartford 004,4080,284,622,409,427,316,138,34,31,759,1038,8138,12.75497665
E02005032,Dartford 005,4568,686,575,509,485,519,66,42,32,923,1324,9729,13.60879844
E02005033,Dartford 006,3663,543,382,405,417,360,68,32,44,736,954,7604,12.54602841
E02005034,Dartford 007,3818,378,396,415,333,303,52,22,28,628,1355,7728,17.53364389
E02005035,Dartford 008,4332,553,452,402,392,325,65,33,35,659,1291,8539,15.11886638
E02005036,Dartford 009,3631,382,468,301,319,253,34,26,19,615,685,6733,10.17377098
E02005037,Dartford 010,3822,116,411,403,349,208,35,28,27,531,1154,7084,16.29023151
E02005038,Dartford 011,3156,122,411,300,268,218,31,18,12,540,922,5998,15.3717906
E02005039,Dartford 012,3600,156,436,423,401,223,60,18,24,699,833,6873,12.11988942
E02005040,Dartford 013,3712,108,237,384,354,133,141,20,22,497,1222,6830,17.89165447
E02005041,Dover 001,3915,150,188,367,760,119,37,66,74,565,1006,7247,13.88160618
E02005042,Dover 002,5156,278,220,375,830,133,51,53,84,624,1120,8924,12.55042582
E02005043,Dover 003,4128,469,129,192,459,266,59,22,96,604,706,7130,9.901823282
E02005044,Dover 004,3461,365,62,161,367,198,38,18,88,428,868,6054,14.33762801
E02005045,Dover 005,5189,531,302,366,716,335,73,41,96,836,869,9354,9.290143254
E02005046,Dover 006,4758,256,214,651,922,228,54,79,131,758,912,8963,10.17516457
E02005047,Dover 007,4568,456,162,302,447,247,43,25,96,605,768,7719,9.949475321
E02005048,Dover 008,3640,119,189,420,515,152,38,45,53,563,860,6594,13.04215954
E02005049,Dover 009,4223,108,184,322,261,181,71,17,96,488,981,6932,14.15175995
E02005050,Dover 010,5143,395,681,282,655,351,26,59,119,833,1156,9700,11.91752577
E02005051,Dover 011,7691,1422,711,303,771,543,101,57,123,1054,828,13604,6.086445163
E02005052,Dover 012,4873,689,358,168,502,280,56,38,132,541,715,8352,8.560823755
E02005053,Dover 013,5143,806,391,267,478,400,74,34,109,782,672,9156,7.339449541
E02005054,Dover 014,3597,281,359,374,267,269,50,41,60,558,830,6686,12.4139994
E02005055,Gravesham 001,4649,488,431,482,458,214,150,44,56,745,678,8395,8.076235855
E02005056,Gravesham 002,5306,784,400,461,501,246,270,82,68,974,1069,10161,10.52061805
E02005057,Gravesham 003,6061,583,571,579,670,351,259,76,59,1184,1193,11586,10.29691006
E02005058,Gravesham 004,4333,668,276,385,428,173,158,36,45,715,790,8007,9.866366929
E02005059,Gravesham 005,4767,670,284,419,477,262,231,48,48,797,1644,9647,17.04156733
E02005060,Gravesham 006,4554,367,530,382,447,225,224,45,50,778,1043,8645,12.06477733
E02005061,Gravesham 007,4305,315,369,389,407,171,152,43,37,673,635,7496,8.471184632
E02005062,Gravesham 008,3787,218,414,367,423,178,149,47,35,657,809,7084,11.42010164
