Middle layer Super Output Areas Code,Middle layer Super Output Areas,Distance travelled to work (11 categories),Observation
E02003469,Milton Keynes 011,Works mainly from home,1102
E02003470,Milton Keynes 012,Works mainly from home,440
E02003471,Milton Keynes 013,Works mainly from home,942
E02003472,Milton Keynes 014,Works mainly from home,1798
E02003473,Milton Keynes 015,Works mainly from home,1198
E02003474,Milton Keynes 016,Works mainly from home,1625
E02003476,Milton Keynes 018,Works mainly from home,612
E02003478,Milton Keynes 020,Works mainly from home,1547
E02003479,Milton Keynes 021,Works mainly from home,872
E02003480,Milton Keynes 022,Works mainly from home,1615
E02003481,Milton Keynes 023,Works mainly from home,835
E02003482,Milton Keynes 024,Works mainly from home,2115
E02003483,Milton Keynes 025,Works mainly from home,2842
E02003484,Milton Keynes 026,Works mainly from home,1306
E02003485,Milton Keynes 027,Works mainly from home,1015
E02003486,Milton Keynes 028,Works mainly from home,2437
E02003487,Milton Keynes 029,Works mainly from home,958
E02003488,Milton Keynes 030,Works mainly from home,1028
E02003489,Milton Keynes 031,Works mainly from home,1256
E02003490,Milton Keynes 032,Works mainly from home,1262
E02003491,Brighton and Hove 001,Works mainly from home,1423
E02003492,Brighton and Hove 002,Works mainly from home,642
E02003493,Brighton and Hove 003,Works mainly from home,1741
E02003494,Brighton and Hove 004,Works mainly from home,1536
E02003495,Brighton and Hove 005,Works mainly from home,1046
E02003496,Brighton and Hove 006,Works mainly from home,1093
E02003497,Brighton and Hove 007,Works mainly from home,1784
E02003498,Brighton and Hove 008,Works mainly from home,997
E02003499,Brighton and Hove 009,Works mainly from home,770
E02003500,Brighton and Hove 010,Works mainly from home,2242
E02003501,Brighton and Hove 011,Works mainly from home,2409
E02003502,Brighton and Hove 012,Works mainly from home,1211
E02003503,Brighton and Hove 013,Works mainly from home,1619
E02003504,Brighton and Hove 014,Works mainly from home,2583
E02003505,Brighton and Hove 015,Works mainly from home,2058
E02003506,Brighton and Hove 016,Works mainly from home,2010
E02003507,Brighton and Hove 017,Works mainly from home,1449
E02003508,Brighton and Hove 018,Works mainly from home,1885
E02003509,Brighton and Hove 019,Works mainly from home,2509
E02003510,Brighton and Hove 020,Works mainly from home,2525
E02003511,Brighton and Hove 021,Works mainly from home,1850
E02003512,Brighton and Hove 022,Works mainly from home,2164
E02003513,Brighton and Hove 023,Works mainly from home,1453
E02003514,Brighton and Hove 024,Works mainly from home,2768
E02003515,Brighton and Hove 025,Works mainly from home,784
E02003516,Brighton and Hove 026,Works mainly from home,2610
E02003517,Brighton and Hove 027,Works mainly from home,2748
E02003518,Brighton and Hove 028,Works mainly from home,2030
E02003519,Brighton and Hove 029,Works mainly from home,2475
E02003520,Brighton and Hove 030,Works mainly from home,1760
E02003521,Brighton and Hove 031,Works mainly from home,1781
E02003522,Brighton and Hove 032,Works mainly from home,1615
E02003523,Brighton and Hove 033,Works mainly from home,1925
E02003524,Portsmouth 001,Works mainly from home,507
E02003525,Portsmouth 002,Works mainly from home,368
E02003526,Portsmouth 003,Works mainly from home,971
E02003527,Portsmouth 004,Works mainly from home,785
E02003529,Portsmouth 006,Works mainly from home,1174
E02003530,Portsmouth 007,Works mainly from home,859
E02003531,Portsmouth 008,Works mainly from home,962
E02003532,Portsmouth 009,Works mainly from home,949
E02003533,Portsmouth 010,Works mainly from home,493
E02003534,Portsmouth 011,Works mainly from home,1008
E02003535,Portsmouth 012,Works mainly from home,996
E02003536,Portsmouth 013,Works mainly from home,320
E02003537,Portsmouth 014,Works mainly from home,1238
E02003538,Portsmouth 015,Works mainly from home,960
E02003540,Portsmouth 017,Works mainly from home,1282
E02003541,Portsmouth 018,Works mainly from home,712
E02003542,Portsmouth 019,Works mainly from home,1384
E02003543,Portsmouth 020,Works mainly from home,1226
E02003544,Portsmouth 021,Works mainly from home,1075
E02003545,Portsmouth 022,Works mainly from home,1266
E02003546,Portsmouth 023,Works mainly from home,1342
E02003547,Portsmouth 024,Works mainly from home,1414
E02003548,Portsmouth 025,Works mainly from home,1173
E02003549,Southampton 001,Works mainly from home,1242
E02003550,Southampton 002,Works mainly from home,800
E02003551,Southampton 003,Works mainly from home,610
E02003552,Southampton 004,Works mainly from home,423
E02003553,Southampton 005,Works mainly from home,666
E02003554,Southampton 006,Works mainly from home,892
E02003555,Southampton 007,Works mainly from home,783
E02003556,Southampton 008,Works mainly from home,824
E02003557,Southampton 009,Works mainly from home,1264
E02003558,Southampton 010,Works mainly from home,591
E02003559,Southampton 011,Works mainly from home,1435
E02003560,Southampton 012,Works mainly from home,417
E02003561,Southampton 013,Works mainly from home,983
E02003562,Southampton 014,Works mainly from home,1366
E02003563,Southampton 015,Works mainly from home,903
E02003564,Southampton 016,Works mainly from home,899
E02003565,Southampton 017,Works mainly from home,963
E02003566,Southampton 018,Works mainly from home,681
E02003567,Southampton 019,Works mainly from home,736
E02003568,Southampton 020,Works mainly from home,1637
E02003569,Southampton 021,Works mainly from home,1090
E02003570,Southampton 022,Works mainly from home,924
E02003571,Southampton 023,Works mainly from home,1105
E02003572,Southampton 024,Works mainly from home,947
E02003573,Southampton 025,Works mainly from home,643
E02003574,Southampton 026,Works mainly from home,930
E02003575,Southampton 027,Works mainly from home,479
E02003576,Southampton 028,Works mainly from home,965
E02003578,Southampton 030,Works mainly from home,811
E02003579,Southampton 031,Works mainly from home,1559
E02003580,Southampton 032,Works mainly from home,420
E02003581,Isle of Wight 001,Works mainly from home,912
E02003582,Isle of Wight 002,Works mainly from home,941
E02003583,Isle of Wight 003,Works mainly from home,654
E02003584,Isle of Wight 004,Works mainly from home,598
E02003585,Isle of Wight 005,Works mainly from home,642
E02003586,Isle of Wight 006,Works mainly from home,712
E02003587,Isle of Wight 007,Works mainly from home,615
E02003588,Isle of Wight 008,Works mainly from home,581
E02003589,Isle of Wight 009,Works mainly from home,497
E02003590,Isle of Wight 010,Works mainly from home,896
E02003591,Isle of Wight 011,Works mainly from home,815
E02003592,Isle of Wight 012,Works mainly from home,861
E02003593,Isle of Wight 013,Works mainly from home,638
E02003594,Isle of Wight 014,Works mainly from home,724
E02003595,Isle of Wight 015,Works mainly from home,746
E02003596,Isle of Wight 016,Works mainly from home,739
E02003597,Isle of Wight 017,Works mainly from home,677
E02003598,Isle of Wight 018,Works mainly from home,674
E02003599,Central Bedfordshire 001,Works mainly from home,820
E02003600,Central Bedfordshire 002,Works mainly from home,1008
E02003601,Central Bedfordshire 003,Works mainly from home,1553
E02003602,Central Bedfordshire 004,Works mainly from home,1233
E02003603,Central Bedfordshire 005,Works mainly from home,1968
E02003604,Central Bedfordshire 006,Works mainly from home,2267
E02003605,Central Bedfordshire 007,Works mainly from home,2052
E02003606,Central Bedfordshire 008,Works mainly from home,1871
E02003607,Central Bedfordshire 009,Works mainly from home,2284
E02003608,Central Bedfordshire 010,Works mainly from home,2343
E02003609,Central Bedfordshire 011,Works mainly from home,2223
E02003610,Central Bedfordshire 012,Works mainly from home,1983
E02003611,Central Bedfordshire 013,Works mainly from home,1967
E02003612,Central Bedfordshire 014,Works mainly from home,2566
E02003613,Central Bedfordshire 015,Works mainly from home,1028
E02003614,Central Bedfordshire 016,Works mainly from home,1719
E02003615,Central Bedfordshire 017,Works mainly from home,2187
E02003616,Bedford 001,Works mainly from home,1165
E02003617,Bedford 002,Works mainly from home,1840
E02003618,Bedford 003,Works mainly from home,1450
E02003619,Bedford 004,Works mainly from home,2324
E02003620,Bedford 005,Works mainly from home,1242
E02003621,Bedford 006,Works mainly from home,1261
E02003622,Bedford 007,Works mainly from home,1009
E02003623,Bedford 008,Works mainly from home,2868
E02003624,Bedford 009,Works mainly from home,967
E02003625,Bedford 010,Works mainly from home,1348
E02003626,Bedford 011,Works mainly from home,951
E02003627,Bedford 012,Works mainly from home,1850
E02003628,Bedford 013,Works mainly from home,916
E02003629,Bedford 014,Works mainly from home,1000
E02003630,Bedford 015,Works mainly from home,965
E02003631,Bedford 016,Works mainly from home,668
E02003632,Bedford 017,Works mainly from home,730
E02003633,Bedford 018,Works mainly from home,1358
E02003635,Bedford 020,Works mainly from home,1826
E02003636,Central Bedfordshire 018,Works mainly from home,1283
E02003637,Central Bedfordshire 019,Works mainly from home,2193
E02003638,Central Bedfordshire 020,Works mainly from home,1265
E02003639,Central Bedfordshire 021,Works mainly from home,1652
E02003640,Central Bedfordshire 022,Works mainly from home,1256
E02003641,Central Bedfordshire 023,Works mainly from home,1158
E02003642,Central Bedfordshire 025,Works mainly from home,786
E02003643,Central Bedfordshire 024,Works mainly from home,2615
E02003644,Central Bedfordshire 026,Works mainly from home,1177
E02003645,Central Bedfordshire 027,Works mainly from home,880
E02003646,Central Bedfordshire 028,Works mainly from home,1326
E02003647,Central Bedfordshire 029,Works mainly from home,1438
E02003648,Central Bedfordshire 030,Works mainly from home,585
E02003649,Central Bedfordshire 031,Works mainly from home,1052
E02003650,Central Bedfordshire 032,Works mainly from home,1255
E02003651,Central Bedfordshire 033,Works mainly from home,1158
E02003652,Buckinghamshire 001,Works mainly from home,1974
E02003653,Buckinghamshire 002,Works mainly from home,1162
E02003654,Buckinghamshire 003,Works mainly from home,1401
E02003655,Buckinghamshire 004,Works mainly from home,2205
E02003656,Buckinghamshire 005,Works mainly from home,1320
E02003657,Buckinghamshire 006,Works mainly from home,1778
E02003658,Buckinghamshire 007,Works mainly from home,2135
E02003659,Buckinghamshire 009,Works mainly from home,2009
E02003660,Buckinghamshire 008,Works mainly from home,2491
E02003661,Buckinghamshire 010,Works mainly from home,1255
E02003662,Buckinghamshire 012,Works mainly from home,962
E02003663,Buckinghamshire 011,Works mainly from home,2316
E02003664,Buckinghamshire 013,Works mainly from home,1010
E02003665,Buckinghamshire 014,Works mainly from home,971
E02003666,Buckinghamshire 015,Works mainly from home,1225
E02003667,Buckinghamshire 016,Works mainly from home,1614
E02003668,Buckinghamshire 018,Works mainly from home,1576
E02003669,Buckinghamshire 017,Works mainly from home,664
E02003670,Buckinghamshire 019,Works mainly from home,1441
E02003671,Buckinghamshire 020,Works mainly from home,669
E02003672,Buckinghamshire 021,Works mainly from home,2768
E02003673,Buckinghamshire 022,Works mainly from home,2203
E02003674,Buckinghamshire 023,Works mainly from home,1315
E02003675,Buckinghamshire 024,Works mainly from home,2189
E02003676,Buckinghamshire 029,Works mainly from home,1969
E02003677,Buckinghamshire 027,Works mainly from home,1770
E02003678,Buckinghamshire 028,Works mainly from home,1214
E02003679,Buckinghamshire 030,Works mainly from home,1356
E02003680,Buckinghamshire 031,Works mainly from home,2313
E02003681,Buckinghamshire 032,Works mainly from home,2712
E02003682,Buckinghamshire 034,Works mainly from home,1943
E02003683,Buckinghamshire 035,Works mainly from home,1789
E02003685,Buckinghamshire 047,Works mainly from home,2024
E02003686,Buckinghamshire 050,Works mainly from home,1775
E02003687,Buckinghamshire 054,Works mainly from home,1330
E02003688,Buckinghamshire 053,Works mainly from home,3126
E02003689,Buckinghamshire 058,Works mainly from home,2383
E02003690,Buckinghamshire 059,Works mainly from home,1502
E02003691,Buckinghamshire 063,Works mainly from home,1669
E02003692,Buckinghamshire 064,Works mainly from home,1782
E02003693,Buckinghamshire 065,Works mainly from home,1847
E02003694,Buckinghamshire 066,Works mainly from home,1623
E02003695,Buckinghamshire 067,Works mainly from home,2279
E02003696,Buckinghamshire 026,Works mainly from home,1751
E02003697,Buckinghamshire 025,Works mainly from home,1672
E02003698,Buckinghamshire 033,Works mainly from home,1877
E02003699,Buckinghamshire 037,Works mainly from home,1134
E02003701,Buckinghamshire 038,Works mainly from home,2120
E02003702,Buckinghamshire 040,Works mainly from home,2139
E02003703,Buckinghamshire 041,Works mainly from home,1773
E02003704,Buckinghamshire 045,Works mainly from home,1345
E02003705,Buckinghamshire 042,Works mainly from home,1089
E02003706,Buckinghamshire 043,Works mainly from home,1044
E02003707,Buckinghamshire 044,Works mainly from home,1064
E02003708,Buckinghamshire 046,Works mainly from home,808
E02003709,Buckinghamshire 048,Works mainly from home,663
E02003710,Buckinghamshire 049,Works mainly from home,2308
E02003711,Buckinghamshire 051,Works mainly from home,2023
E02003712,Buckinghamshire 052,Works mainly from home,1320
E02003713,Buckinghamshire 055,Works mainly from home,1163
E02003714,Buckinghamshire 056,Works mainly from home,1371
E02003715,Buckinghamshire 057,Works mainly from home,1720
E02003716,Buckinghamshire 060,Works mainly from home,1385
E02003717,Buckinghamshire 062,Works mainly from home,2122
E02003718,Buckinghamshire 061,Works mainly from home,1290
E02003719,Cambridge 001,Works mainly from home,1834
E02003720,Cambridge 002,Works mainly from home,2045
E02003721,Cambridge 003,Works mainly from home,2184
E02003722,Cambridge 004,Works mainly from home,2565
E02003723,Cambridge 005,Works mainly from home,2456
E02003724,Cambridge 006,Works mainly from home,2034
E02003725,Cambridge 007,Works mainly from home,2958
E02003726,Cambridge 008,Works mainly from home,2450
E02003727,Cambridge 009,Works mainly from home,2825
E02003728,Cambridge 010,Works mainly from home,2476
E02003729,Cambridge 011,Works mainly from home,1797
E02003731,Cambridge 013,Works mainly from home,2300
E02003732,East Cambridgeshire 001,Works mainly from home,1297
E02003733,East Cambridgeshire 002,Works mainly from home,1510
E02003734,East Cambridgeshire 003,Works mainly from home,2328
E02003735,East Cambridgeshire 004,Works mainly from home,1951
E02003736,East Cambridgeshire 005,Works mainly from home,1899
E02003737,East Cambridgeshire 006,Works mainly from home,1820
E02003738,East Cambridgeshire 007,Works mainly from home,1103
E02003739,East Cambridgeshire 008,Works mainly from home,1227
E02003740,East Cambridgeshire 009,Works mainly from home,1274
E02003742,Fenland 001,Works mainly from home,595
E02003743,Fenland 002,Works mainly from home,469
E02003744,Fenland 003,Works mainly from home,853
E02003745,Fenland 004,Works mainly from home,1036
E02003746,Fenland 005,Works mainly from home,729
E02003747,Fenland 006,Works mainly from home,1448
E02003748,Fenland 007,Works mainly from home,548
E02003749,Fenland 008,Works mainly from home,818
E02003750,Fenland 009,Works mainly from home,682
E02003751,Fenland 010,Works mainly from home,972
E02003752,Fenland 011,Works mainly from home,1314
E02003753,Huntingdonshire 001,Works mainly from home,1784
E02003754,Huntingdonshire 002,Works mainly from home,1126
E02003755,Huntingdonshire 003,Works mainly from home,1311
E02003756,Huntingdonshire 004,Works mainly from home,1309
E02003757,Huntingdonshire 005,Works mainly from home,1184
E02003758,Huntingdonshire 006,Works mainly from home,1813
E02003759,Huntingdonshire 007,Works mainly from home,1197
E02003760,Huntingdonshire 008,Works mainly from home,757
E02003761,Huntingdonshire 009,Works mainly from home,854
E02003762,Huntingdonshire 010,Works mainly from home,2284
E02003763,Huntingdonshire 011,Works mainly from home,1659
E02003764,Huntingdonshire 012,Works mainly from home,1915
E02003765,Huntingdonshire 013,Works mainly from home,1337
E02003766,Huntingdonshire 014,Works mainly from home,1531
E02003767,Huntingdonshire 015,Works mainly from home,1494
E02003768,Huntingdonshire 016,Works mainly from home,2088
E02003769,Huntingdonshire 017,Works mainly from home,1253
E02003770,Huntingdonshire 018,Works mainly from home,2319
E02003771,Huntingdonshire 019,Works mainly from home,1111
E02003772,Huntingdonshire 020,Works mainly from home,1170
E02003773,Huntingdonshire 021,Works mainly from home,1605
E02003774,Huntingdonshire 022,Works mainly from home,798
E02003775,South Cambridgeshire 001,Works mainly from home,1558
E02003776,South Cambridgeshire 002,Works mainly from home,1534
E02003777,South Cambridgeshire 003,Works mainly from home,2465
E02003778,South Cambridgeshire 004,Works mainly from home,1596
E02003780,South Cambridgeshire 006,Works mainly from home,2770
E02003781,South Cambridgeshire 007,Works mainly from home,1691
E02003784,South Cambridgeshire 010,Works mainly from home,1959
E02003785,South Cambridgeshire 011,Works mainly from home,1899
E02003786,South Cambridgeshire 012,Works mainly from home,1555
E02003787,South Cambridgeshire 013,Works mainly from home,1507
E02003788,South Cambridgeshire 014,Works mainly from home,1917
E02003789,South Cambridgeshire 015,Works mainly from home,1185
E02003790,South Cambridgeshire 016,Works mainly from home,1896
E02003791,South Cambridgeshire 017,Works mainly from home,1927
E02003792,South Cambridgeshire 018,Works mainly from home,2020
E02003793,South Cambridgeshire 019,Works mainly from home,1440
E02004356,Eastbourne 001,Works mainly from home,512
E02004357,Eastbourne 002,Works mainly from home,503
E02004358,Eastbourne 003,Works mainly from home,530
E02004359,Eastbourne 004,Works mainly from home,683
E02004361,Eastbourne 006,Works mainly from home,1036
E02004362,Eastbourne 007,Works mainly from home,927
E02004363,Eastbourne 008,Works mainly from home,792
E02004364,Eastbourne 009,Works mainly from home,1185
E02004365,Eastbourne 010,Works mainly from home,679
E02004366,Eastbourne 011,Works mainly from home,898
E02004367,Eastbourne 012,Works mainly from home,851
E02004368,Hastings 001,Works mainly from home,1061
E02004369,Hastings 002,Works mainly from home,1238
E02004370,Hastings 003,Works mainly from home,544
E02004371,Hastings 004,Works mainly from home,670
E02004372,Hastings 005,Works mainly from home,551
E02004373,Hastings 006,Works mainly from home,949
E02004374,Hastings 007,Works mainly from home,1127
E02004375,Hastings 008,Works mainly from home,1295
E02004376,Hastings 009,Works mainly from home,980
E02004377,Hastings 010,Works mainly from home,1284
E02004378,Hastings 011,Works mainly from home,1244
E02004379,Lewes 001,Works mainly from home,1639
E02004380,Lewes 002,Works mainly from home,2157
E02004381,Lewes 003,Works mainly from home,1890
E02004382,Lewes 004,Works mainly from home,1040
E02004383,Lewes 005,Works mainly from home,1714
E02004384,Lewes 006,Works mainly from home,1172
E02004385,Lewes 007,Works mainly from home,905
E02004386,Lewes 008,Works mainly from home,765
E02004387,Lewes 009,Works mainly from home,551
E02004388,Lewes 010,Works mainly from home,878
E02004389,Lewes 011,Works mainly from home,1231
E02004390,Lewes 012,Works mainly from home,888
E02004391,Lewes 013,Works mainly from home,885
E02004392,Rother 001,Works mainly from home,1649
E02004393,Rother 002,Works mainly from home,918
E02004394,Rother 003,Works mainly from home,1488
E02004395,Rother 004,Works mainly from home,913
E02004396,Rother 005,Works mainly from home,1385
E02004397,Rother 006,Works mainly from home,1250
E02004398,Rother 007,Works mainly from home,794
E02004399,Rother 008,Works mainly from home,777
E02004400,Rother 009,Works mainly from home,1341
E02004401,Rother 010,Works mainly from home,828
E02004402,Rother 011,Works mainly from home,962
E02004403,Wealden 001,Works mainly from home,1426
E02004404,Wealden 002,Works mainly from home,1553
E02004405,Wealden 003,Works mainly from home,992
E02004406,Wealden 004,Works mainly from home,1335
E02004407,Wealden 005,Works mainly from home,1890
E02004408,Wealden 006,Works mainly from home,1272
E02004409,Wealden 007,Works mainly from home,1186
E02004410,Wealden 008,Works mainly from home,1706
E02004411,Wealden 009,Works mainly from home,1183
E02004412,Wealden 010,Works mainly from home,1268
E02004413,Wealden 011,Works mainly from home,1387
E02004414,Wealden 012,Works mainly from home,1109
E02004415,Wealden 013,Works mainly from home,1311
E02004416,Wealden 014,Works mainly from home,1077
E02004417,Wealden 015,Works mainly from home,732
E02004418,Wealden 016,Works mainly from home,581
E02004419,Wealden 017,Works mainly from home,541
E02004420,Wealden 018,Works mainly from home,2080
E02004421,Wealden 019,Works mainly from home,1053
E02004422,Wealden 020,Works mainly from home,1428
E02004423,Wealden 021,Works mainly from home,933
E02004424,Basildon 001,Works mainly from home,1619
E02004425,Basildon 002,Works mainly from home,1621
E02004426,Basildon 003,Works mainly from home,1857
E02004427,Basildon 004,Works mainly from home,1707
E02004428,Basildon 005,Works mainly from home,1097
E02004429,Basildon 006,Works mainly from home,1226
E02004430,Basildon 007,Works mainly from home,1450
E02004431,Basildon 008,Works mainly from home,1743
E02004432,Basildon 009,Works mainly from home,1186
E02004433,Basildon 010,Works mainly from home,1285
E02004434,Basildon 011,Works mainly from home,936
E02004435,Basildon 012,Works mainly from home,1030
E02004436,Basildon 013,Works mainly from home,527
E02004437,Basildon 014,Works mainly from home,1552
E02004438,Basildon 015,Works mainly from home,898
E02004439,Basildon 016,Works mainly from home,930
E02004440,Basildon 017,Works mainly from home,1054
E02004441,Basildon 018,Works mainly from home,641
E02004442,Basildon 019,Works mainly from home,574
E02004443,Basildon 020,Works mainly from home,1581
E02004444,Basildon 021,Works mainly from home,1882
E02004445,Basildon 022,Works mainly from home,827
E02004446,Braintree 001,Works mainly from home,1137
E02004447,Braintree 002,Works mainly from home,1103
E02004448,Braintree 003,Works mainly from home,1099
E02004449,Braintree 004,Works mainly from home,811
E02004450,Braintree 005,Works mainly from home,1154
E02004451,Braintree 006,Works mainly from home,1349
E02004452,Braintree 007,Works mainly from home,1258
E02004453,Braintree 008,Works mainly from home,653
E02004454,Braintree 009,Works mainly from home,1012
E02004455,Braintree 010,Works mainly from home,1247
E02004456,Braintree 011,Works mainly from home,1021
E02004457,Braintree 012,Works mainly from home,1312
E02004458,Braintree 013,Works mainly from home,1629
E02004459,Braintree 014,Works mainly from home,1955
E02004460,Braintree 015,Works mainly from home,1350
E02004461,Braintree 016,Works mainly from home,583
E02004462,Braintree 017,Works mainly from home,1903
E02004463,Braintree 018,Works mainly from home,1357
E02004464,Brentwood 001,Works mainly from home,1777
E02004465,Brentwood 002,Works mainly from home,1380
E02004466,Brentwood 003,Works mainly from home,1612
E02004467,Brentwood 004,Works mainly from home,1472
E02004468,Brentwood 005,Works mainly from home,2728
E02004469,Brentwood 006,Works mainly from home,1539
E02004470,Brentwood 007,Works mainly from home,3096
E02004471,Brentwood 008,Works mainly from home,1772
E02004472,Brentwood 009,Works mainly from home,1408
E02004473,Castle Point 001,Works mainly from home,1005
E02004474,Castle Point 002,Works mainly from home,1229
E02004475,Castle Point 003,Works mainly from home,1009
E02004476,Castle Point 004,Works mainly from home,1397
E02004477,Castle Point 005,Works mainly from home,972
E02004478,Castle Point 006,Works mainly from home,923
E02004479,Castle Point 007,Works mainly from home,1414
E02004480,Castle Point 008,Works mainly from home,904
E02004481,Castle Point 009,Works mainly from home,516
E02004482,Castle Point 010,Works mainly from home,677
E02004483,Castle Point 011,Works mainly from home,875
E02004484,Castle Point 012,Works mainly from home,749
E02004485,Chelmsford 001,Works mainly from home,1856
E02004486,Chelmsford 002,Works mainly from home,1739
E02004487,Chelmsford 003,Works mainly from home,1188
E02004488,Chelmsford 004,Works mainly from home,2013
E02004489,Chelmsford 005,Works mainly from home,1931
E02004490,Chelmsford 006,Works mainly from home,916
E02004491,Chelmsford 007,Works mainly from home,1456
E02004492,Chelmsford 008,Works mainly from home,2057
E02004493,Chelmsford 009,Works mainly from home,2192
E02004495,Chelmsford 011,Works mainly from home,1486
E02004496,Chelmsford 012,Works mainly from home,1867
E02004497,Chelmsford 013,Works mainly from home,1433
E02004498,Chelmsford 014,Works mainly from home,1636
E02004499,Chelmsford 015,Works mainly from home,1222
E02004500,Chelmsford 016,Works mainly from home,1705
E02004501,Chelmsford 017,Works mainly from home,1209
E02004502,Chelmsford 018,Works mainly from home,1350
E02004503,Chelmsford 019,Works mainly from home,1313
E02004504,Chelmsford 020,Works mainly from home,1516
E02004505,Chelmsford 021,Works mainly from home,1100
E02004506,Colchester 001,Works mainly from home,1385
E02004507,Colchester 002,Works mainly from home,1466
E02004508,Colchester 003,Works mainly from home,1063
E02004512,Colchester 007,Works mainly from home,2055
E02004513,Colchester 008,Works mainly from home,651
E02004514,Colchester 009,Works mainly from home,949
E02004515,Colchester 010,Works mainly from home,1754
E02004516,Colchester 011,Works mainly from home,1766
E02004517,Colchester 012,Works mainly from home,1433
E02004518,Colchester 013,Works mainly from home,1614
E02004519,Colchester 014,Works mainly from home,1038
E02004520,Colchester 015,Works mainly from home,862
E02004521,Colchester 016,Works mainly from home,1178
E02004522,Colchester 017,Works mainly from home,1574
E02004523,Colchester 018,Works mainly from home,1008
E02004524,Colchester 019,Works mainly from home,1404
E02004525,Colchester 020,Works mainly from home,1017
E02004526,Colchester 021,Works mainly from home,949
E02004527,Epping Forest 001,Works mainly from home,1657
E02004528,Epping Forest 002,Works mainly from home,1572
E02004529,Epping Forest 003,Works mainly from home,1431
E02004530,Epping Forest 004,Works mainly from home,996
E02004531,Epping Forest 005,Works mainly from home,1528
E02004532,Epping Forest 006,Works mainly from home,1466
E02004533,Epping Forest 007,Works mainly from home,848
E02004534,Epping Forest 008,Works mainly from home,1200
E02004535,Epping Forest 009,Works mainly from home,880
E02004536,Epping Forest 010,Works mainly from home,1214
E02004537,Epping Forest 011,Works mainly from home,1420
E02004538,Epping Forest 012,Works mainly from home,2259
E02004539,Epping Forest 013,Works mainly from home,1441
E02004540,Epping Forest 014,Works mainly from home,1513
E02004541,Epping Forest 015,Works mainly from home,2903
E02004542,Epping Forest 016,Works mainly from home,1504
E02004543,Epping Forest 017,Works mainly from home,1339
E02004544,Harlow 001,Works mainly from home,1947
E02004545,Harlow 002,Works mainly from home,660
E02004546,Harlow 003,Works mainly from home,776
E02004547,Harlow 004,Works mainly from home,892
E02004548,Harlow 005,Works mainly from home,1379
E02004549,Harlow 006,Works mainly from home,650
E02004550,Harlow 007,Works mainly from home,610
E02004551,Harlow 008,Works mainly from home,647
E02004552,Harlow 009,Works mainly from home,671
E02004553,Harlow 010,Works mainly from home,716
E02004554,Harlow 011,Works mainly from home,679
E02004555,Maldon 001,Works mainly from home,1057
E02004556,Maldon 002,Works mainly from home,1421
E02004557,Maldon 003,Works mainly from home,1201
E02004558,Maldon 004,Works mainly from home,833
E02004559,Maldon 005,Works mainly from home,1168
E02004560,Maldon 006,Works mainly from home,1215
E02004561,Maldon 007,Works mainly from home,1639
E02004562,Maldon 008,Works mainly from home,1253
E02004563,Rochford 001,Works mainly from home,889
E02004564,Rochford 002,Works mainly from home,1285
E02004566,Rochford 004,Works mainly from home,722
E02004567,Rochford 005,Works mainly from home,1614
E02004568,Rochford 006,Works mainly from home,1770
E02004569,Rochford 007,Works mainly from home,1450
E02004570,Rochford 008,Works mainly from home,1500
E02004571,Rochford 009,Works mainly from home,1339
E02004572,Rochford 010,Works mainly from home,1126
E02004573,Tendring 001,Works mainly from home,496
E02004574,Tendring 002,Works mainly from home,460
E02004575,Tendring 003,Works mainly from home,1974
E02004576,Tendring 004,Works mainly from home,962
E02004577,Tendring 005,Works mainly from home,1006
E02004578,Tendring 006,Works mainly from home,613
E02004579,Tendring 007,Works mainly from home,962
E02004580,Tendring 008,Works mainly from home,1056
E02004581,Tendring 009,Works mainly from home,1192
E02004582,Tendring 010,Works mainly from home,416
E02004583,Tendring 011,Works mainly from home,930
E02004584,Tendring 012,Works mainly from home,416
E02004585,Tendring 013,Works mainly from home,663
E02004586,Tendring 014,Works mainly from home,531
E02004587,Tendring 015,Works mainly from home,366
E02004588,Tendring 016,Works mainly from home,347
E02004589,Tendring 017,Works mainly from home,467
E02004590,Tendring 018,Works mainly from home,465
E02004591,Uttlesford 001,Works mainly from home,1755
E02004592,Uttlesford 002,Works mainly from home,2394
E02004593,Uttlesford 003,Works mainly from home,2126
E02004594,Uttlesford 004,Works mainly from home,1656
E02004595,Uttlesford 005,Works mainly from home,3099
E02004596,Uttlesford 006,Works mainly from home,1908
E02004597,Uttlesford 007,Works mainly from home,1497
E02004598,Uttlesford 008,Works mainly from home,1980
E02004599,Uttlesford 009,Works mainly from home,1594
E02004675,Basingstoke and Deane 001,Works mainly from home,1261
E02004676,Basingstoke and Deane 002,Works mainly from home,1566
E02004677,Basingstoke and Deane 003,Works mainly from home,1805
E02004678,Basingstoke and Deane 004,Works mainly from home,1635
E02004679,Basingstoke and Deane 005,Works mainly from home,2801
E02004680,Basingstoke and Deane 006,Works mainly from home,2294
E02004681,Basingstoke and Deane 007,Works mainly from home,2300
E02004682,Basingstoke and Deane 008,Works mainly from home,1932
E02004683,Basingstoke and Deane 009,Works mainly from home,1486
E02004684,Basingstoke and Deane 010,Works mainly from home,2140
E02004685,Basingstoke and Deane 011,Works mainly from home,1802
E02004686,Basingstoke and Deane 012,Works mainly from home,1892
E02004687,Basingstoke and Deane 013,Works mainly from home,1097
E02004688,Basingstoke and Deane 014,Works mainly from home,932
