Middle layer Super Output Areas Code,Middle layer Super Output Areas,Distance travelled to work (11 categories),Observation
E02000612,Kingston upon Thames 015,Works mainly from home,1817
E02000613,Kingston upon Thames 016,Works mainly from home,2100
E02000614,Kingston upon Thames 017,Works mainly from home,1503
E02000615,Kingston upon Thames 018,Works mainly from home,1336
E02000616,Kingston upon Thames 019,Works mainly from home,1111
E02000617,Kingston upon Thames 020,Works mainly from home,1404
E02000619,Lambeth 002,Works mainly from home,2082
E02000620,Lambeth 003,Works mainly from home,2828
E02000621,Lambeth 004,Works mainly from home,4167
E02000622,Lambeth 005,Works mainly from home,2687
E02000623,Lambeth 006,Works mainly from home,1580
E02000624,Lambeth 007,Works mainly from home,2893
E02000625,Lambeth 008,Works mainly from home,2051
E02000626,Lambeth 009,Works mainly from home,1387
E02000627,Lambeth 010,Works mainly from home,2936
E02000628,Lambeth 011,Works mainly from home,2326
E02000629,Lambeth 012,Works mainly from home,3570
E02000630,Lambeth 013,Works mainly from home,2995
E02000631,Lambeth 014,Works mainly from home,2836
E02000632,Lambeth 015,Works mainly from home,4487
E02000633,Lambeth 016,Works mainly from home,2604
E02000634,Lambeth 017,Works mainly from home,2156
E02000635,Lambeth 018,Works mainly from home,3375
E02000636,Lambeth 019,Works mainly from home,3384
E02000637,Lambeth 020,Works mainly from home,3417
E02000638,Lambeth 021,Works mainly from home,2689
E02000639,Lambeth 022,Works mainly from home,1814
E02000640,Lambeth 023,Works mainly from home,3671
E02000641,Lambeth 024,Works mainly from home,1490
E02000642,Lambeth 025,Works mainly from home,2857
E02000643,Lambeth 026,Works mainly from home,3003
E02000644,Lambeth 027,Works mainly from home,2468
E02000645,Lambeth 028,Works mainly from home,2641
E02000646,Lambeth 029,Works mainly from home,2795
E02000647,Lambeth 030,Works mainly from home,2235
E02000648,Lambeth 031,Works mainly from home,1411
E02000649,Lambeth 032,Works mainly from home,3403
E02000650,Lambeth 033,Works mainly from home,1956
E02000651,Lambeth 034,Works mainly from home,2037
E02000652,Lambeth 035,Works mainly from home,1370
E02000653,Lewisham 001,Works mainly from home,3384
E02000654,Lewisham 002,Works mainly from home,1618
E02000655,Lewisham 003,Works mainly from home,2060
E02000657,Lewisham 005,Works mainly from home,2444
E02000658,Lewisham 006,Works mainly from home,2313
E02000659,Lewisham 007,Works mainly from home,2509
E02000660,Lewisham 008,Works mainly from home,2768
E02000661,Lewisham 009,Works mainly from home,1933
E02000662,Lewisham 010,Works mainly from home,2041
E02000663,Lewisham 011,Works mainly from home,2011
E02000665,Lewisham 013,Works mainly from home,2180
E02000666,Lewisham 014,Works mainly from home,1940
E02000667,Lewisham 015,Works mainly from home,2046
E02000668,Lewisham 016,Works mainly from home,1803
E02000669,Lewisham 017,Works mainly from home,2132
E02000670,Lewisham 018,Works mainly from home,1262
E02000671,Lewisham 019,Works mainly from home,2667
E02000672,Lewisham 020,Works mainly from home,2257
E02000673,Lewisham 021,Works mainly from home,2562
E02000674,Lewisham 022,Works mainly from home,1808
E02000675,Lewisham 023,Works mainly from home,1771
E02000676,Lewisham 024,Works mainly from home,2323
E02000677,Lewisham 025,Works mainly from home,1543
E02000678,Lewisham 026,Works mainly from home,907
E02000679,Lewisham 027,Works mainly from home,1987
E02000680,Lewisham 028,Works mainly from home,1606
E02000681,Lewisham 029,Works mainly from home,1296
E02000682,Lewisham 030,Works mainly from home,1033
E02000683,Lewisham 031,Works mainly from home,997
E02000685,Lewisham 033,Works mainly from home,1856
E02000686,Lewisham 034,Works mainly from home,969
E02000687,Lewisham 035,Works mainly from home,2062
E02000689,Merton 001,Works mainly from home,2901
E02000690,Merton 002,Works mainly from home,1524
E02000691,Merton 003,Works mainly from home,2555
E02000692,Merton 004,Works mainly from home,2760
E02000693,Merton 005,Works mainly from home,2968
E02000694,Merton 006,Works mainly from home,3153
E02000695,Merton 007,Works mainly from home,1566
E02000696,Merton 008,Works mainly from home,1712
E02000697,Merton 009,Works mainly from home,3335
E02000698,Merton 010,Works mainly from home,2515
E02000699,Merton 011,Works mainly from home,2828
E02000700,Merton 012,Works mainly from home,1308
E02000701,Merton 013,Works mainly from home,1108
E02000702,Merton 014,Works mainly from home,1230
E02000703,Merton 015,Works mainly from home,2109
E02000704,Merton 016,Works mainly from home,2348
E02000705,Merton 017,Works mainly from home,1433
E02000706,Merton 018,Works mainly from home,1040
E02000707,Merton 019,Works mainly from home,883
E02000708,Merton 020,Works mainly from home,2206
E02000709,Merton 021,Works mainly from home,1728
E02000710,Merton 022,Works mainly from home,1189
E02000711,Merton 023,Works mainly from home,1476
E02000712,Merton 024,Works mainly from home,1252
E02000713,Merton 025,Works mainly from home,1292
E02000714,Newham 001,Works mainly from home,1153
E02000715,Newham 002,Works mainly from home,520
E02000716,Newham 003,Works mainly from home,761
E02000717,Newham 004,Works mainly from home,669
E02000718,Newham 005,Works mainly from home,490
E02000719,Newham 006,Works mainly from home,1002
E02000720,Newham 007,Works mainly from home,937
E02000721,Newham 008,Works mainly from home,736
E02000722,Newham 009,Works mainly from home,1206
E02000723,Newham 010,Works mainly from home,986
E02000724,Newham 011,Works mainly from home,800
E02000725,Newham 012,Works mainly from home,1960
E02000727,Newham 014,Works mainly from home,626
E02000728,Newham 015,Works mainly from home,676
E02000729,Newham 016,Works mainly from home,827
E02000730,Newham 017,Works mainly from home,785
E02000731,Newham 018,Works mainly from home,803
E02000732,Newham 019,Works mainly from home,850
E02000733,Newham 020,Works mainly from home,1286
E02000734,Newham 021,Works mainly from home,786
E02000735,Newham 022,Works mainly from home,821
E02000736,Newham 023,Works mainly from home,708
E02000737,Newham 024,Works mainly from home,896
E02000738,Newham 025,Works mainly from home,1092
E02000739,Newham 026,Works mainly from home,773
E02000740,Newham 027,Works mainly from home,822
E02000741,Newham 028,Works mainly from home,811
E02000742,Newham 029,Works mainly from home,717
E02000743,Newham 030,Works mainly from home,1316
E02000744,Newham 031,Works mainly from home,990
E02000745,Newham 032,Works mainly from home,839
E02000746,Newham 033,Works mainly from home,1608
E02000747,Newham 034,Works mainly from home,3470
E02000748,Newham 035,Works mainly from home,727
E02000749,Newham 036,Works mainly from home,955
E02000751,Redbridge 001,Works mainly from home,2526
E02000752,Redbridge 002,Works mainly from home,1239
E02000753,Redbridge 003,Works mainly from home,897
E02000754,Redbridge 004,Works mainly from home,1483
E02000755,Redbridge 005,Works mainly from home,1031
E02000756,Redbridge 006,Works mainly from home,2331
E02000757,Redbridge 007,Works mainly from home,3284
E02000758,Redbridge 008,Works mainly from home,996
E02000759,Redbridge 009,Works mainly from home,2711
E02000760,Redbridge 010,Works mainly from home,1070
E02000762,Redbridge 012,Works mainly from home,1137
E02000763,Redbridge 013,Works mainly from home,1246
E02000764,Redbridge 014,Works mainly from home,3341
E02000765,Redbridge 015,Works mainly from home,1214
E02000767,Redbridge 017,Works mainly from home,1402
E02000768,Redbridge 018,Works mainly from home,1511
E02000770,Redbridge 020,Works mainly from home,1072
E02000772,Redbridge 022,Works mainly from home,1024
E02000773,Redbridge 023,Works mainly from home,1437
E02000774,Redbridge 024,Works mainly from home,906
E02000776,Redbridge 026,Works mainly from home,1011
E02000777,Redbridge 027,Works mainly from home,1375
E02000779,Redbridge 029,Works mainly from home,1025
E02000781,Redbridge 031,Works mainly from home,1930
E02000782,Redbridge 032,Works mainly from home,1324
E02000783,Redbridge 033,Works mainly from home,554
E02000784,Richmond upon Thames 001,Works mainly from home,2977
E02000785,Richmond upon Thames 002,Works mainly from home,3430
E02000786,Richmond upon Thames 003,Works mainly from home,3789
E02000787,Richmond upon Thames 004,Works mainly from home,3870
E02000788,Richmond upon Thames 005,Works mainly from home,2896
E02000789,Richmond upon Thames 006,Works mainly from home,2130
E02000790,Richmond upon Thames 007,Works mainly from home,2439
E02000791,Richmond upon Thames 008,Works mainly from home,2370
E02000792,Richmond upon Thames 009,Works mainly from home,2503
E02000793,Richmond upon Thames 010,Works mainly from home,1829
E02000794,Richmond upon Thames 011,Works mainly from home,2168
E02000795,Richmond upon Thames 012,Works mainly from home,1949
E02000796,Richmond upon Thames 013,Works mainly from home,1879
E02000797,Richmond upon Thames 014,Works mainly from home,2715
E02000798,Richmond upon Thames 015,Works mainly from home,2993
E02000799,Richmond upon Thames 016,Works mainly from home,1825
E02000800,Richmond upon Thames 017,Works mainly from home,1166
E02000801,Richmond upon Thames 018,Works mainly from home,2217
E02000802,Richmond upon Thames 019,Works mainly from home,2027
E02000803,Richmond upon Thames 020,Works mainly from home,1974
E02000804,Richmond upon Thames 021,Works mainly from home,2153
E02000805,Richmond upon Thames 022,Works mainly from home,3234
E02000806,Richmond upon Thames 023,Works mainly from home,2786
E02000807,Southwark 001,Works mainly from home,3134
E02000808,Southwark 002,Works mainly from home,3392
E02000810,Southwark 004,Works mainly from home,3284
E02000812,Southwark 006,Works mainly from home,2650
E02000813,Southwark 007,Works mainly from home,2738
E02000814,Southwark 008,Works mainly from home,3762
E02000815,Southwark 009,Works mainly from home,2261
E02000816,Southwark 010,Works mainly from home,2066
E02000817,Southwark 011,Works mainly from home,1118
E02000818,Southwark 012,Works mainly from home,2667
E02000819,Southwark 013,Works mainly from home,1338
E02000820,Southwark 014,Works mainly from home,2324
E02000821,Southwark 015,Works mainly from home,1292
E02000822,Southwark 016,Works mainly from home,1068
E02000823,Southwark 017,Works mainly from home,1880
E02000824,Southwark 018,Works mainly from home,1290
E02000825,Southwark 019,Works mainly from home,1440
E02000826,Southwark 020,Works mainly from home,2153
E02000827,Southwark 021,Works mainly from home,2275
E02000828,Southwark 022,Works mainly from home,1606
E02000829,Southwark 023,Works mainly from home,2597
E02000830,Southwark 024,Works mainly from home,2966
E02000831,Southwark 025,Works mainly from home,3087
E02000832,Southwark 026,Works mainly from home,2324
E02000833,Southwark 027,Works mainly from home,1583
E02000834,Southwark 028,Works mainly from home,3485
E02000835,Southwark 029,Works mainly from home,2226
E02000836,Southwark 030,Works mainly from home,2946
E02000837,Southwark 031,Works mainly from home,2853
E02000838,Southwark 032,Works mainly from home,2893
E02000839,Southwark 033,Works mainly from home,2156
E02000840,Sutton 001,Works mainly from home,980
E02000841,Sutton 002,Works mainly from home,877
E02000842,Sutton 003,Works mainly from home,1277
E02000843,Sutton 004,Works mainly from home,2005
E02000844,Sutton 005,Works mainly from home,1149
E02000845,Sutton 006,Works mainly from home,2097
E02000846,Sutton 007,Works mainly from home,1345
E02000847,Sutton 008,Works mainly from home,1820
E02000848,Sutton 009,Works mainly from home,1371
E02000849,Sutton 010,Works mainly from home,1499
E02000850,Sutton 011,Works mainly from home,1910
E02000851,Sutton 012,Works mainly from home,2024
E02000852,Sutton 013,Works mainly from home,1629
E02000853,Sutton 014,Works mainly from home,1452
E02000854,Sutton 015,Works mainly from home,1771
E02000855,Sutton 016,Works mainly from home,1716
E02000856,Sutton 017,Works mainly from home,1834
E02000857,Sutton 018,Works mainly from home,1862
E02000858,Sutton 019,Works mainly from home,972
E02000859,Sutton 020,Works mainly from home,1526
E02000860,Sutton 021,Works mainly from home,1660
E02000861,Sutton 022,Works mainly from home,1847
E02000863,Sutton 024,Works mainly from home,1410
E02000864,Tower Hamlets 001,Works mainly from home,2900
E02000865,Tower Hamlets 002,Works mainly from home,1644
E02000866,Tower Hamlets 003,Works mainly from home,3023
E02000867,Tower Hamlets 004,Works mainly from home,3595
E02000868,Tower Hamlets 005,Works mainly from home,2021
E02000869,Tower Hamlets 006,Works mainly from home,1601
E02000870,Tower Hamlets 007,Works mainly from home,1403
E02000871,Tower Hamlets 008,Works mainly from home,2100
E02000872,Tower Hamlets 009,Works mainly from home,2258
E02000873,Tower Hamlets 010,Works mainly from home,1698
E02000874,Tower Hamlets 011,Works mainly from home,1344
E02000875,Tower Hamlets 012,Works mainly from home,2616
E02000876,Tower Hamlets 013,Works mainly from home,1602
E02000877,Tower Hamlets 014,Works mainly from home,2906
E02000878,Tower Hamlets 015,Works mainly from home,2712
E02000879,Tower Hamlets 016,Works mainly from home,1381
E02000880,Tower Hamlets 017,Works mainly from home,1146
E02000881,Tower Hamlets 018,Works mainly from home,2143
E02000882,Tower Hamlets 019,Works mainly from home,1881
E02000883,Tower Hamlets 020,Works mainly from home,1283
E02000884,Tower Hamlets 021,Works mainly from home,3558
E02000885,Tower Hamlets 022,Works mainly from home,978
E02000886,Tower Hamlets 023,Works mainly from home,2845
E02000887,Tower Hamlets 024,Works mainly from home,1929
E02000888,Tower Hamlets 025,Works mainly from home,2255
E02000889,Tower Hamlets 026,Works mainly from home,3031
E02000890,Tower Hamlets 027,Works mainly from home,2613
E02000893,Tower Hamlets 030,Works mainly from home,1882
E02000894,Tower Hamlets 031,Works mainly from home,3551
E02000895,Waltham Forest 001,Works mainly from home,1265
E02000896,Waltham Forest 002,Works mainly from home,2047
E02000897,Waltham Forest 003,Works mainly from home,1409
E02000898,Waltham Forest 004,Works mainly from home,1281
E02000899,Waltham Forest 005,Works mainly from home,1203
E02000900,Waltham Forest 006,Works mainly from home,1040
E02000901,Waltham Forest 007,Works mainly from home,2397
E02000902,Waltham Forest 008,Works mainly from home,1665
E02000903,Waltham Forest 009,Works mainly from home,1556
E02000904,Waltham Forest 010,Works mainly from home,1714
E02000905,Waltham Forest 011,Works mainly from home,2271
E02000906,Waltham Forest 012,Works mainly from home,2215
E02000907,Waltham Forest 013,Works mainly from home,1784
E02000908,Waltham Forest 014,Works mainly from home,3295
E02000909,Waltham Forest 015,Works mainly from home,2408
E02000910,Waltham Forest 016,Works mainly from home,2784
E02000911,Waltham Forest 017,Works mainly from home,2888
E02000912,Waltham Forest 018,Works mainly from home,1794
E02000913,Waltham Forest 019,Works mainly from home,1557
E02000914,Waltham Forest 020,Works mainly from home,1490
E02000915,Waltham Forest 021,Works mainly from home,1950
E02000916,Waltham Forest 022,Works mainly from home,1965
E02000917,Waltham Forest 023,Works mainly from home,2062
E02000918,Waltham Forest 024,Works mainly from home,1887
E02000919,Waltham Forest 025,Works mainly from home,1776
E02000920,Waltham Forest 026,Works mainly from home,1645
E02000921,Waltham Forest 027,Works mainly from home,1647
E02000922,Waltham Forest 028,Works mainly from home,1767
E02000923,Wandsworth 001,Works mainly from home,2426
E02000925,Wandsworth 003,Works mainly from home,1851
E02000926,Wandsworth 004,Works mainly from home,4277
E02000927,Wandsworth 005,Works mainly from home,2361
E02000928,Wandsworth 006,Works mainly from home,3186
E02000929,Wandsworth 007,Works mainly from home,1602
E02000930,Wandsworth 008,Works mainly from home,4163
E02000931,Wandsworth 009,Works mainly from home,3903
E02000932,Wandsworth 010,Works mainly from home,5617
E02000933,Wandsworth 011,Works mainly from home,3173
E02000934,Wandsworth 012,Works mainly from home,3761
E02000935,Wandsworth 013,Works mainly from home,673
E02000936,Wandsworth 014,Works mainly from home,3456
E02000937,Wandsworth 015,Works mainly from home,3034
E02000938,Wandsworth 016,Works mainly from home,2289
E02000939,Wandsworth 017,Works mainly from home,2845
E02000940,Wandsworth 018,Works mainly from home,3090
E02000941,Wandsworth 019,Works mainly from home,3706
E02000942,Wandsworth 020,Works mainly from home,3476
E02000943,Wandsworth 021,Works mainly from home,3904
E02000944,Wandsworth 022,Works mainly from home,1340
E02000945,Wandsworth 023,Works mainly from home,993
E02000946,Wandsworth 024,Works mainly from home,2635
E02000947,Wandsworth 025,Works mainly from home,3644
E02000948,Wandsworth 026,Works mainly from home,4465
E02000949,Wandsworth 027,Works mainly from home,4169
E02000950,Wandsworth 028,Works mainly from home,1858
E02000951,Wandsworth 029,Works mainly from home,2449
E02000952,Wandsworth 030,Works mainly from home,2366
E02000953,Wandsworth 031,Works mainly from home,2556
E02000954,Wandsworth 032,Works mainly from home,2018
E02000955,Wandsworth 033,Works mainly from home,1936
E02000956,Wandsworth 034,Works mainly from home,1919
E02000957,Wandsworth 035,Works mainly from home,3208
E02000958,Wandsworth 036,Works mainly from home,2030
E02000959,Wandsworth 037,Works mainly from home,1765
E02000960,Westminster 001,Works mainly from home,1859
E02000961,Westminster 002,Works mainly from home,2623
E02000962,Westminster 003,Works mainly from home,2284
E02000963,Westminster 004,Works mainly from home,1691
E02000964,Westminster 005,Works mainly from home,2714
E02000965,Westminster 006,Works mainly from home,2868
E02000966,Westminster 007,Works mainly from home,3231
E02000967,Westminster 008,Works mainly from home,2201
E02000968,Westminster 009,Works mainly from home,1940
E02000969,Westminster 010,Works mainly from home,1442
E02000970,Westminster 011,Works mainly from home,2457
E02000971,Westminster 012,Works mainly from home,2529
E02000972,Westminster 013,Works mainly from home,2277
E02000973,Westminster 014,Works mainly from home,3406
E02000974,Westminster 015,Works mainly from home,2525
E02000975,Westminster 016,Works mainly from home,2686
E02000976,Westminster 017,Works mainly from home,2746
E02000977,Westminster 018,Works mainly from home,1916
E02000978,Westminster 019,Works mainly from home,2023
E02000979,Westminster 020,Works mainly from home,2376
E02000980,Westminster 021,Works mainly from home,2276
E02000981,Westminster 022,Works mainly from home,2952
E02000982,Westminster 023,Works mainly from home,1738
E02000983,Westminster 024,Works mainly from home,2005
E02003237,Peterborough 001,Works mainly from home,1001
E02003238,Peterborough 002,Works mainly from home,845
E02003239,Peterborough 003,Works mainly from home,1249
E02003240,Peterborough 004,Works mainly from home,1335
E02003241,Peterborough 005,Works mainly from home,1060
E02003242,Peterborough 006,Works mainly from home,989
E02003243,Peterborough 007,Works mainly from home,797
E02003244,Peterborough 008,Works mainly from home,586
E02003245,Peterborough 009,Works mainly from home,418
E02003246,Peterborough 010,Works mainly from home,503
E02003247,Peterborough 011,Works mainly from home,686
E02003248,Peterborough 012,Works mainly from home,848
E02003249,Peterborough 013,Works mainly from home,935
E02003250,Peterborough 014,Works mainly from home,1043
E02003251,Peterborough 015,Works mainly from home,1115
E02003252,Peterborough 016,Works mainly from home,1664
E02003253,Peterborough 017,Works mainly from home,1395
E02003254,Peterborough 018,Works mainly from home,1749
E02003255,Peterborough 019,Works mainly from home,1670
E02003257,Peterborough 021,Works mainly from home,711
E02003258,Luton 001,Works mainly from home,1331
E02003259,Luton 002,Works mainly from home,662
E02003260,Luton 003,Works mainly from home,600
E02003261,Luton 004,Works mainly from home,802
E02003262,Luton 005,Works mainly from home,946
E02003263,Luton 006,Works mainly from home,1235
E02003264,Luton 007,Works mainly from home,1643
E02003265,Luton 008,Works mainly from home,1075
E02003266,Luton 009,Works mainly from home,698
E02003267,Luton 010,Works mainly from home,1102
E02003268,Luton 011,Works mainly from home,1006
E02003269,Luton 012,Works mainly from home,1448
E02003270,Luton 013,Works mainly from home,770
E02003271,Luton 014,Works mainly from home,1527
E02003272,Luton 015,Works mainly from home,613
E02003273,Luton 016,Works mainly from home,1395
E02003274,Luton 017,Works mainly from home,633
E02003276,Luton 019,Works mainly from home,494
E02003277,Luton 020,Works mainly from home,711
E02003278,Luton 021,Works mainly from home,1165
E02003279,Southend-on-Sea 001,Works mainly from home,1338
E02003280,Southend-on-Sea 002,Works mainly from home,1369
E02003281,Southend-on-Sea 003,Works mainly from home,1401
E02003282,Southend-on-Sea 004,Works mainly from home,1512
E02003283,Southend-on-Sea 005,Works mainly from home,1707
E02003284,Southend-on-Sea 006,Works mainly from home,1431
E02003285,Southend-on-Sea 007,Works mainly from home,1687
E02003286,Southend-on-Sea 008,Works mainly from home,2241
E02003287,Southend-on-Sea 009,Works mainly from home,1360
E02003288,Southend-on-Sea 010,Works mainly from home,1560
E02003289,Southend-on-Sea 011,Works mainly from home,2481
E02003290,Southend-on-Sea 012,Works mainly from home,2080
E02003291,Southend-on-Sea 013,Works mainly from home,1508
E02003292,Southend-on-Sea 014,Works mainly from home,1402
E02003293,Southend-on-Sea 015,Works mainly from home,1764
E02003294,Southend-on-Sea 016,Works mainly from home,1610
E02003295,Southend-on-Sea 017,Works mainly from home,1371
E02003296,Thurrock 001,Works mainly from home,919
E02003297,Thurrock 002,Works mainly from home,710
E02003298,Thurrock 003,Works mainly from home,750
E02003299,Thurrock 004,Works mainly from home,1024
E02003300,Thurrock 005,Works mainly from home,1245
E02003301,Thurrock 006,Works mainly from home,1519
E02003302,Thurrock 007,Works mainly from home,957
E02003303,Thurrock 008,Works mainly from home,1101
E02003304,Thurrock 009,Works mainly from home,1100
E02003305,Thurrock 010,Works mainly from home,916
E02003307,Thurrock 012,Works mainly from home,842
E02003308,Thurrock 013,Works mainly from home,940
E02003309,Thurrock 014,Works mainly from home,1091
E02003311,Thurrock 016,Works mainly from home,1027
E02003312,Thurrock 017,Works mainly from home,935
E02003313,Thurrock 018,Works mainly from home,919
E02003314,Medway 001,Works mainly from home,647
E02003315,Medway 002,Works mainly from home,818
E02003316,Medway 003,Works mainly from home,1600
E02003317,Medway 004,Works mainly from home,994
E02003318,Medway 005,Works mainly from home,879
E02003319,Medway 006,Works mainly from home,958
E02003320,Medway 007,Works mainly from home,1571
E02003321,Medway 008,Works mainly from home,556
E02003322,Medway 009,Works mainly from home,787
E02003323,Medway 010,Works mainly from home,803
E02003324,Medway 011,Works mainly from home,1079
E02003325,Medway 012,Works mainly from home,596
E02003326,Medway 013,Works mainly from home,836
E02003327,Medway 014,Works mainly from home,1441
E02003328,Medway 015,Works mainly from home,1125
E02003329,Medway 016,Works mainly from home,623
E02003330,Medway 017,Works mainly from home,954
E02003331,Medway 018,Works mainly from home,844
E02003332,Medway 019,Works mainly from home,820
E02003333,Medway 020,Works mainly from home,495
E02003334,Medway 021,Works mainly from home,676
E02003335,Medway 022,Works mainly from home,530
E02003336,Medway 023,Works mainly from home,909
E02003337,Medway 024,Works mainly from home,834
E02003338,Medway 025,Works mainly from home,943
E02003339,Medway 026,Works mainly from home,879
E02003340,Medway 027,Works mainly from home,764
E02003341,Medway 028,Works mainly from home,993
E02003342,Medway 029,Works mainly from home,906
E02003343,Medway 030,Works mainly from home,956
E02003344,Medway 031,Works mainly from home,702
E02003345,Medway 032,Works mainly from home,1021
E02003346,Medway 033,Works mainly from home,949
E02003347,Medway 034,Works mainly from home,877
E02003348,Medway 035,Works mainly from home,1378
E02003349,Medway 036,Works mainly from home,987
E02003350,Medway 037,Works mainly from home,789
E02003351,Medway 038,Works mainly from home,948
E02003352,Bracknell Forest 001,Works mainly from home,1423
E02003353,Bracknell Forest 002,Works mainly from home,3338
E02003354,Bracknell Forest 003,Works mainly from home,2723
E02003355,Bracknell Forest 004,Works mainly from home,1116
E02003356,Bracknell Forest 005,Works mainly from home,1714
E02003357,Bracknell Forest 006,Works mainly from home,1866
E02003358,Bracknell Forest 007,Works mainly from home,2434
E02003359,Bracknell Forest 008,Works mainly from home,1377
E02003360,Bracknell Forest 009,Works mainly from home,2211
E02003361,Bracknell Forest 010,Works mainly from home,1364
E02003362,Bracknell Forest 011,Works mainly from home,1131
E02003363,Bracknell Forest 012,Works mainly from home,1426
E02003364,Bracknell Forest 013,Works mainly from home,1395
E02003365,Bracknell Forest 014,Works mainly from home,1462
E02003366,Bracknell Forest 015,Works mainly from home,1532
E02003367,West Berkshire 001,Works mainly from home,1505
E02003368,West Berkshire 002,Works mainly from home,1089
E02003369,West Berkshire 003,Works mainly from home,1718
E02003370,West Berkshire 004,Works mainly from home,1502
E02003371,West Berkshire 005,Works mainly from home,1168
E02003372,West Berkshire 006,Works mainly from home,1422
E02003373,West Berkshire 007,Works mainly from home,1977
E02003374,West Berkshire 008,Works mainly from home,1175
E02003375,West Berkshire 009,Works mainly from home,1356
E02003376,West Berkshire 010,Works mainly from home,1006
E02003377,West Berkshire 011,Works mainly from home,2168
E02003378,West Berkshire 012,Works mainly from home,1576
E02003379,West Berkshire 013,Works mainly from home,1267
E02003380,West Berkshire 014,Works mainly from home,1446
E02003381,West Berkshire 015,Works mainly from home,1381
E02003382,West Berkshire 016,Works mainly from home,1172
E02003383,West Berkshire 017,Works mainly from home,1483
E02003384,West Berkshire 018,Works mainly from home,1496
E02003385,West Berkshire 019,Works mainly from home,2859
E02003386,West Berkshire 020,Works mainly from home,1698
E02003387,West Berkshire 021,Works mainly from home,2142
E02003388,West Berkshire 022,Works mainly from home,1381
E02003389,Reading 001,Works mainly from home,1812
E02003390,Reading 002,Works mainly from home,2301
E02003391,Reading 003,Works mainly from home,2320
E02003392,Reading 004,Works mainly from home,2394
E02003393,Reading 005,Works mainly from home,1728
E02003394,Reading 006,Works mainly from home,1243
E02003395,Reading 007,Works mainly from home,2189
E02003396,Reading 008,Works mainly from home,1849
E02003397,Reading 009,Works mainly from home,1212
E02003398,Reading 010,Works mainly from home,2142
E02003400,Reading 012,Works mainly from home,1698
E02003401,Reading 013,Works mainly from home,1951
E02003402,Reading 014,Works mainly from home,2282
E02003403,Reading 015,Works mainly from home,1469
E02003404,Reading 016,Works mainly from home,906
E02003405,Reading 017,Works mainly from home,2063
E02003406,Reading 018,Works mainly from home,1002
E02003407,Slough 001,Works mainly from home,1205
E02003408,Slough 002,Works mainly from home,1019
E02003409,Slough 003,Works mainly from home,1710
E02003410,Slough 004,Works mainly from home,1034
E02003411,Slough 005,Works mainly from home,1037
E02003412,Slough 006,Works mainly from home,1593
E02003414,Slough 008,Works mainly from home,1903
E02003415,Slough 009,Works mainly from home,1311
E02003416,Slough 010,Works mainly from home,1746
E02003417,Slough 011,Works mainly from home,2169
E02003418,Slough 012,Works mainly from home,1518
E02003419,Slough 013,Works mainly from home,1204
E02003420,Slough 014,Works mainly from home,799
E02003421,Windsor and Maidenhead 001,Works mainly from home,1306
E02003422,Windsor and Maidenhead 002,Works mainly from home,3164
E02003423,Windsor and Maidenhead 003,Works mainly from home,1138
E02003424,Windsor and Maidenhead 004,Works mainly from home,2803
E02003425,Windsor and Maidenhead 005,Works mainly from home,3339
E02003426,Windsor and Maidenhead 006,Works mainly from home,2748
E02003427,Windsor and Maidenhead 007,Works mainly from home,1665
E02003428,Windsor and Maidenhead 008,Works mainly from home,1909
E02003429,Windsor and Maidenhead 009,Works mainly from home,1901
E02003430,Windsor and Maidenhead 010,Works mainly from home,1557
E02003431,Windsor and Maidenhead 011,Works mainly from home,1508
E02003432,Windsor and Maidenhead 012,Works mainly from home,2044
E02003433,Windsor and Maidenhead 013,Works mainly from home,1106
E02003434,Windsor and Maidenhead 014,Works mainly from home,1755
E02003435,Windsor and Maidenhead 015,Works mainly from home,1969
E02003436,Windsor and Maidenhead 016,Works mainly from home,1973
E02003437,Windsor and Maidenhead 017,Works mainly from home,1883
E02003438,Windsor and Maidenhead 018,Works mainly from home,2797
E02003439,Wokingham 001,Works mainly from home,1459
E02003440,Wokingham 002,Works mainly from home,2596
E02003441,Wokingham 003,Works mainly from home,1736
E02003442,Wokingham 004,Works mainly from home,2325
E02003443,Wokingham 005,Works mainly from home,1207
E02003444,Wokingham 006,Works mainly from home,2193
E02003445,Wokingham 007,Works mainly from home,1911
E02003446,Wokingham 008,Works mainly from home,2235
E02003447,Wokingham 009,Works mainly from home,2778
E02003448,Wokingham 010,Works mainly from home,2218
E02003449,Wokingham 011,Works mainly from home,2018
E02003450,Wokingham 012,Works mainly from home,3344
E02003451,Wokingham 013,Works mainly from home,2312
E02003452,Wokingham 014,Works mainly from home,2775
E02003453,Wokingham 015,Works mainly from home,2059
E02003454,Wokingham 016,Works mainly from home,2401
E02003455,Wokingham 017,Works mainly from home,2907
E02003456,Wokingham 018,Works mainly from home,1947
E02003457,Wokingham 019,Works mainly from home,2822
E02003458,Wokingham 020,Works mainly from home,2109
E02003459,Milton Keynes 001,Works mainly from home,2012
E02003460,Milton Keynes 002,Works mainly from home,2754
E02003461,Milton Keynes 003,Works mainly from home,1330
E02003462,Milton Keynes 004,Works mainly from home,1742
E02003463,Milton Keynes 005,Works mainly from home,1167
E02003464,Milton Keynes 006,Works mainly from home,818
E02003465,Milton Keynes 007,Works mainly from home,1212
E02003466,Milton Keynes 008,Works mainly from home,1486
E02003467,Milton Keynes 009,Works mainly from home,781
E02003468,Milton Keynes 010,Works mainly from home,1689
